	MCL1.DG	MCL1.DH	MCL1.DI	MCL1.DJ	MCL1.DK	MCL1.DL	MCL1.LA	MCL1.LB	MCL1.LC	MCL1.LD	MCL1.LE	MCL1.LF
77621	176	301	356	177	282	147	193	210	157	225	355	174
85264	6	13	9	12	9	11	8	17	21	4	7	17
54933	1640	1414	1992	1262	1228	957	3203	3905	2618	2531	5681	4517
31518	257	181	158	389	284	360	315	155	313	296	337	228
43130	8	9	5	5	5	7	8	3	12	10	12	9
57549	127	168	85	129	154	59	80	170	125	155	178	116
54055	59	38	39	21	24	39	59	71	112	85	77	77
61610	29	71	26	34	48	32	107	26	28	59	37	40
43290	316	140	134	198	122	187	264	93	252	94	98	235
65816	28	46	39	64	48	48	47	33	38	40	36	46
46810	1243	1260	1198	723	982	1062	1382	711	759	897	1367	1132
61254	53	49	46	35	31	48	40	40	28	45	27	44
76389	799	1171	602	886	974	1406	1718	2884	3218	1507	2999	2324
60402	159	154	190	129	260	223	180	141	62	109	164	144
32550	731	650	789	705	1399	546	1150	804	1121	701	1179	473
62298	38	49	33	45	85	31	83	40	60	31	46	35
39302	95	43	22	10	68	56	55	33	83	82	88	39
46465	9	15	9	6	11	18	17	23	11	15	9	23
44685	821	368	669	420	320	430	331	321	606	538	288	517
88579	1625	965	1217	868	601	800	1146	1458	493	1240	728	629
64828	9834	11499	13130	19233	13810	10720	6197	6381	10651	14360	7786	5610
94094	2205	1980	1404	4198	1281	2398	1140	1856	1738	1278	2252	2776
50726	265	192	491	290	238	413	358	472	445	299	329	272
77026	99	124	183	140	144	92	86	68	114	93	109	104
60077	294	358	285	247	243	256	348	547	526	385	316	400
33768	116	87	117	162	94	87	94	175	199	149	121	150
41276	3043	1597	3924	2175	1481	3919	3052	2775	5189	3369	3257	3316
82153	1098	630	998	863	1573	963	1740	874	941	1075	903	1253
17942	13	30	28	25	46	44	39	32	32	38	29	25
66855	63	37	28	62	36	17	49	37	27	58	37	21
69740	1856	3698	3084	1314	3436	1869	3097	1828	1959	2013	3045	2492
93416	200	479	296	343	173	386	514	754	549	729	444	953
22724	94	193	93	167	147	97	86	48	125	53	49	149
45307	1951	1207	3073	1863	1369	969	2436	2970	1523	1769	1811	1642
35319	76	60	58	93	103	59	60	163	104	37	56	36
96375	123	111	45	48	148	95	59	173	142	167	56	103
72101	43	42	99	93	53	82	136	59	93	48	61	41
14331	3	4	0	2	5	3	2	4	1	3	3	1
35504	1132	918	1387	495	624	612	1290	1680	635	1059	1071	541
83202	17	15	14	26	11	17	6	18	16	7	24	25
73391	55	53	41	34	46	34	46	87	36	68	31	33
24481	33	5	33	64	25	19	39	46	35	44	66	31
68235	492	746	481	467	407	675	820	280	479	577	490	330
41216	89	91	191	135	153	98	163	135	75	158	111	182
58682	187	137	153	134	101	166	196	184	215	125	191	117
73670	3	7	5	2	6	3	6	6	3	3	5	9
83006	136	149	102	143	79	66	148	132	133	68	96	142
90965	4	4	18	3	16	8	2	11	2	12	3	6
84069	267	197	141	350	306	227	300	215	234	439	287	368
31057	296	280	451	335	326	345	738	605	360	680	804	433
13511	190	152	108	158	221	153	258	303	128	169	94	192
58697	10791	6301	9726	9291	12509	5505	19997	7438	9199	12469	8898	6677
77039	420	461	339	352	484	471	476	507	371	621	466	350
60031	361	648	645	277	307	536	420	600	422	238	699	425
93437	282	242	313	225	143	188	190	144	251	251	123	282
88183	72	95	105	98	85	71	92	90	37	116	63	99
79090	1068	1633	2014	363	1464	1282	896	1418	769	1019	1989	1285
74973	1406	1397	1484	1004	1002	951	963	773	1615	1975	1281	1376
43801	8	10	8	21	5	25	39	24	17	23	14	22
92464	1582	1362	2079	1106	1312	1292	1621	1606	874	1129	1518	1134
35923	334	425	313	557	641	398	783	1089	1214	661	914	944
41015	1335	1075	1856	736	1152	970	862	824	1590	670	1358	1135
93512	556	301	694	425	260	549	260	339	455	397	366	783
31361	18	17	14	14	10	4	5	12	19	13	25	6
60098	13	16	11	17	10	12	18	27	27	13	21	11
64061	2643	6591	4319	9527	6418	6292	7247	3303	5327	7041	6501	6632
63865	244	212	340	239	200	261	299	379	263	188	282	207
63758	9	5	5	17	11	9	7	7	15	14	8	12
62799	499	381	503	363	276	432	550	385	124	255	152	254
53315	99	144	113	88	55	88	132	109	43	49	59	57
31012	5	1	0	4	3	4	4	5	1	4	5	7
40269	3	0	1	1	1	1	1	0	1	2	0	3
58323	1	5	9	2	9	4	5	8	9	7	5	5
18607	187	314	178	412	353	175	166	302	241	269	345	276
42941	110	207	140	136	127	184	146	95	238	186	78	79
19704	102	87	73	156	84	122	137	62	106	89	102	75
63895	346	633	283	271	642	295	370	242	131	404	264	214
56415	516	264	851	388	499	451	757	431	437	553	291	324
94902	5	2	4	0	1	2	4	4	5	2	1	2
39596	82	44	85	105	68	61	84	75	55	129	64	97
24939	30	28	31	27	15	34	41	29	21	18	26	30
44071	20	25	13	16	9	11	22	28	35	21	23	25
98070	77	57	43	40	53	57	77	25	61	32	65	72
68558	134	82	70	124	132	110	177	109	129	126	140	130
62809	128	89	130	80	64	173	178	78	41	63	64	120
63042	5	18	11	8	8	13	15	12	12	9	14	3
30867	35	31	41	65	61	85	79	39	69	40	29	56
50225	5446	8214	7205	10792	6176	10564	8573	9239	7188	7000	10051	7393
53732	17	8	20	21	19	32	19	44	27	18	20	19
71644	2	8	3	9	7	0	1	3	7	5	0	4
42234	229	209	141	386	301	251	360	510	145	303	236	324
65430	440	457	409	443	433	743	1138	815	762	1211	843	784
19396	367	498	533	191	197	415	589	273	404	332	413	410
52946	19	22	10	28	7	23	14	31	15	20	8	14
25688	1687	2233	1515	1184	1087	1104	1113	879	1709	792	1242	1216
73936	22	46	50	37	14	30	35	48	47	29	38	22
64977	8	11	13	9	28	13	7	15	20	11	17	14
70691	43	29	51	33	44	39	49	40	7	78	44	59
33624	132	86	156	67	117	113	143	131	136	205	171	65
97337	732	722	495	855	649	561	1050	698	344	415	793	828
11306	685	564	392	337	592	618	1484	1059	977	1118	1240	1001
23739	180	133	139	231	156	193	126	120	105	173	187	118
56274	991	1177	1068	970	577	1563	1156	970	562	1084	1173	2400
57379	293	179	209	205	83	221	139	157	164	322	98	208
32390	2223	946	1013	992	1026	574	568	637	980	972	995	988
79311	11	11	13	10	12	7	9	2	12	14	5	9
55066	9	6	8	1	8	12	9	2	1	1	8	8
85233	707	723	695	644	548	665	988	726	782	637	639	570
83519	6	7	6	8	14	9	11	12	8	8	4	11
51248	131	99	146	90	52	79	88	115	82	51	86	96
72478	159	207	135	189	181	100	346	299	176	303	151	336
47404	82	35	94	70	37	76	54	30	48	24	73	41
20745	59	92	63	65	43	97	47	86	60	95	100	45
89894	1872	2030	4261	2865	1950	2369	4241	2022	1328	2893	2776	2552
96605	0	1	2	2	2	1	0	1	1	4	1	0
21566	1077	846	788	878	1044	1024	779	821	826	1168	517	1067
68843	11182	15390	9205	9112	11337	14220	5797	13723	20249	14482	14771	14273
45214	150	186	134	117	229	206	151	254	179	156	144	236
42372	153	97	126	184	124	151	136	155	62	136	145	110
62980	780	1050	1044	361	590	786	566	523	681	997	522	411
67341	4047	3350	3384	5421	9186	6063	4905	3139	9590	6324	5715	5865
22367	13	15	16	15	9	14	15	8	14	16	10	13
65409	88	197	219	179	128	146	251	126	238	129	295	265
33581	104	124	97	128	85	124	86	95	84	183	116	79
76798	498	661	258	449	789	573	381	725	690	650	371	495
61330	253	139	186	193	67	144	132	282	202	180	241	259
92415	456	628	653	352	385	1023	641	648	419	662	277	870
16606	53	54	53	55	62	37	83	64	71	76	74	55
64934	189	90	114	281	185	136	105	185	211	180	221	158
85198	68	24	33	59	31	32	36	42	41	59	31	25
75518	82	25	37	46	51	24	125	98	80	61	67	128
82580	133	112	151	117	61	140	199	143	153	73	37	181
63861	93	176	70	127	160	175	192	56	104	174	158	191
55090	17	14	6	22	11	11	41	18	38	52	25	32
15245	3431	2926	3381	2279	4570	2859	4287	5458	2399	3358	3266	2363
70725	66	190	105	76	106	124	237	215	168	193	371	157
54964	10	10	9	14	10	10	10	6	6	17	11	4
17694	1191	2896	1985	1708	1212	1122	2937	2693	3184	3537	3364	5191
80189	24	21	51	14	17	30	27	34	37	21	24	32
67863	500	336	501	261	360	359	748	571	350	337	533	348
101196	124	118	137	137	196	196	79	163	149	86	107	61
70053	312	415	185	160	322	409	105	245	153	224	341	146
86187	176	155	387	353	197	153	144	276	262	190	201	193
50450	61	57	33	34	53	44	29	60	47	36	70	72
93128	207	179	191	95	172	71	177	181	166	145	145	118
88618	9936	14784	10181	9228	9646	8961	15693	18950	18669	10499	29481	12939
55536	3	1	0	1	1	3	1	1	4	0	6	1
18659	192	198	236	103	211	157	192	232	192	168	163	217
62507	605	475	382	348	447	424	301	475	360	470	429	393
84106	30	17	10	15	15	17	25	14	23	34	36	25
57995	10	9	6	5	19	12	11	11	8	12	15	15
54640	10398	6521	18858	15301	13416	11911	10744	17243	16121	8941	10678	14241
41161	63	63	48	45	84	73	93	53	27	58	88	110
51470	12278	4731	10617	6153	14664	7044	13732	5171	12726	10877	15823	13478
68575	707	354	675	437	774	421	673	380	383	629	547	316
58710	121	132	243	60	169	192	219	127	86	235	170	122
29662	360	210	576	451	368	256	433	432	616	610	405	277
54885	912	649	457	686	274	600	496	490	450	310	797	273
24786	2137	1702	1330	1098	1016	1546	2053	2626	765	1760	2033	1087
61538	439	595	441	394	419	387	286	554	418	300	408	395
96976	274	109	258	309	172	378	559	650	373	457	389	271
92711	369	218	261	110	269	297	206	115	148	191	210	189
42413	1380	1583	2292	2396	1340	1557	2063	2824	1920	2097	2510	3283
33329	516	638	1208	734	878	738	530	955	683	396	703	792
66994	25	29	16	26	21	24	14	22	14	15	11	16
20195	42	66	42	52	85	40	43	62	33	50	59	21
68633	321	313	226	266	220	396	783	699	567	576	328	653
71659	33	26	44	55	74	39	58	81	67	87	43	50
21071	67	45	62	81	54	94	206	94	102	130	208	173
87749	23	30	33	30	17	26	14	37	32	27	22	22
50919	102	64	47	93	96	114	106	134	91	17	76	75
93546	311	386	240	288	335	485	364	404	198	460	310	345
84495	1455	749	1693	1548	780	1243	1901	1782	1172	1559	1831	1116
76516	118	168	111	123	158	72	139	84	104	186	145	101
35229	16205	5416	7082	12302	8010	9079	15598	7052	8169	11961	4547	8290
74965	139	179	202	107	86	113	116	86	97	190	76	290
33155	42200	63131	40871	97825	33535	68453	54053	50923	29076	73835	51356	29778
55459	1489	784	896	1151	985	1220	890	1279	762	787	692	913
91229	722	568	359	463	508	257	269	444	394	407	389	478
57350	98	80	12	77	67	49	42	40	103	94	37	54
29102	2	0	2	0	1	2	0	2	3	1	1	1
19366	130	117	52	67	147	165	86	107	122	162	103	99
21199	523	121	270	169	284	351	189	202	128	159	295	193
92448	7186	5554	4048	4982	9473	4801	4561	12190	9123	5112	7339	10107
29590	6	14	8	13	10	9	3	0	8	11	7	12
77038	4373	10206	11962	4656	7187	6589	6467	13692	12987	10819	3771	8643
61201	81	81	117	42	65	98	54	95	111	73	112	148
84231	589	838	654	892	756	423	1562	891	1868	1808	1579	1058
28688	2	1	2	1	0	0	0	2	1	1	4	1
78761	218	470	277	132	155	345	227	193	223	140	243	119
33533	62	89	59	91	69	61	86	90	33	95	34	60
21898	386	371	526	457	370	615	468	690	449	704	530	482
32838	175	336	189	139	209	101	239	308	222	239	194	307
56294	11	14	8	17	32	12	23	14	22	19	7	17
43087	1212	714	1502	1069	1351	1137	1217	857	769	988	1213	1370
98325	491	472	564	830	707	1033	487	406	729	222	567	1043
13463	447	715	648	360	774	353	685	773	505	879	802	558
40295	822	953	1340	1338	2448	1330	950	1018	674	1591	896	1072
19662	1218	804	1608	1599	1135	1644	852	1580	1290	1001	1429	1350
80811	121	149	144	217	152	141	325	287	153	301	330	302
21161	12	11	10	9	3	5	11	14	10	5	11	21
22329	12	6	5	12	10	14	6	12	10	4	13	12
20664	2741	2846	3704	2457	2165	1746	2783	2244	2187	2033	2762	3078
94218	894	710	729	826	809	452	647	558	694	615	568	511
26837	217	107	218	169	409	84	161	161	156	278	298	174
15000	61	37	46	46	85	55	39	88	75	33	49	51
11466	73	100	241	254	171	159	235	301	315	443	320	229
35003	183	161	100	219	131	152	260	373	294	295	261	235
95006	81	79	55	77	79	74	199	82	117	121	148	54
85350	32	36	49	42	15	22	37	74	41	44	19	36
99865	12469	13576	8547	6844	14106	9206	15532	9314	14948	11096	12612	13292
97727	261	296	144	233	154	191	221	172	189	179	215	249
63339	92	47	42	49	45	51	67	58	63	59	55	49
20566	10	8	14	15	13	5	6	16	13	21	26	10
76169	28	26	32	36	66	19	78	39	68	111	52	106
55618	595	755	789	666	779	649	802	704	594	484	616	807
96861	399	1100	438	717	463	959	1001	761	2225	989	1366	1970
67654	75	90	67	82	181	66	67	153	163	110	160	96
15505	134	66	172	96	130	91	208	277	147	130	149	149
68988	145	67	113	71	96	65	135	77	103	108	76	64
85109	23	7	21	18	12	31	24	39	9	23	17	16
42817	3258	3250	3332	2465	2111	1071	1339	1423	2856	2379	1998	2929
72902	235	137	281	193	334	305	212	531	304	456	356	229
70234	12096	19848	22664	12775	33923	15699	20214	24125	16625	28375	33445	27331
58796	24	21	32	49	24	58	44	35	25	21	51	36
24958	126	66	114	67	100	153	173	210	139	109	136	89
84483	1014	857	605	895	698	1144	848	911	1085	1004	589	1000
38206	135	75	102	157	102	76	78	90	88	94	110	65
89235	13	4	13	10	11	10	9	13	16	7	14	9
21829	35	22	19	33	18	18	43	18	22	11	23	41
24136	304	246	155	210	158	165	169	270	164	134	149	93
46082	302	291	339	407	468	353	245	218	243	246	346	274
21569	92	108	114	113	135	144	132	158	206	150	240	152
52614	1075	888	1092	824	1295	814	3499	2593	2677	3832	3303	2152
46844	943	1191	1211	840	898	520	1004	828	1374	704	539	1746
72020	248	430	285	272	303	450	381	366	243	207	276	367
99240	233	265	188	171	136	99	118	106	75	307	191	205
65899	94	130	128	103	67	101	76	101	87	86	69	82
81684	606	331	489	780	632	256	400	458	462	512	383	366
44926	911	1062	1579	1108	864	1497	899	526	654	1223	1079	1088
82448	116	143	170	282	160	140	221	230	176	154	74	199
47091	515	304	269	326	354	589	240	427	249	229	527	347
82086	71	74	71	110	94	84	80	89	41	101	92	78
49400	10	7	8	6	7	3	14	10	15	5	11	11
53439	30	26	13	15	15	18	17	32	4	29	21	21
64299	664	718	729	597	709	969	665	1067	946	428	665	546
68222	534	186	319	221	550	421	252	616	370	318	226	299
83194	4088	4901	4052	3995	1696	4168	5798	3221	4013	2197	4241	4701
37923	158	117	183	366	145	178	101	136	265	171	159	159
60099	861	422	815	499	1001	478	869	810	641	1017	469	772
70568	1980	1653	3693	1715	1860	2667	2764	2471	2755	3316	2731	1510
63007	1121	749	1892	940	897	1325	1671	1356	970	946	1014	861
18930	40	60	87	44	45	58	52	61	30	62	50	47
14124	154	91	102	133	86	126	125	96	126	84	133	85
28667	208	249	220	217	58	327	112	196	101	87	168	129
18185	43	10	12	18	14	8	28	28	24	18	20	29
56960	485	214	534	485	278	400	573	473	256	327	310	171
44761	1270	1318	1013	879	1667	1119	900	1184	612	1262	1378	2044
59374	77	61	48	90	20	85	113	111	161	125	165	97
28814	7385	13673	10683	5813	9143	10607	12322	8295	10116	8717	2955	8400
98693	79	57	77	95	28	116	71	104	129	56	163	130
31462	96	103	91	148	76	137	102	41	104	157	92	161
60536	181	86	79	62	79	84	226	196	139	161	222	173
52172	27	42	34	51	40	27	43	16	72	28	19	47
21914	435	453	258	474	202	211	336	368	414	372	376	294
96101	94	172	214	177	93	224	162	270	113	75	179	129
58502	5140	4573	5812	6068	4683	4531	4232	3089	3222	2728	3415	2021
57998	377	427	666	503	566	478	370	712	293	529	368	591
36229	855	461	374	444	215	721	461	455	569	319	520	555
90980	76	73	94	108	146	79	210	282	188	308	139	247
13308	8	16	7	6	13	6	12	9	9	14	10	9
84802	128	90	110	45	65	146	89	313	116	108	151	72
91871	42	22	18	19	17	10	21	26	22	22	38	33
56632	1164	749	1588	766	860	729	845	864	787	1505	1724	1213
54190	161	171	157	150	165	194	129	132	155	106	172	161
28645	2973	3389	4773	2858	5584	8423	4255	6478	2740	6282	4197	6742
81560	538	1424	753	838	860	382	579	809	535	967	509	514
97523	601	894	1204	657	864	919	3181	754	1628	1257	1710	1484
43229	109	249	161	276	246	170	183	215	234	357	227	173
31751	219	210	298	254	252	200	253	332	197	318	205	136
48685	352	373	570	628	374	493	573	635	590	382	675	552
72493	1663	987	724	980	952	1365	1224	787	1110	1238	807	934
98063	38	44	68	36	36	48	59	31	63	47	52	50
75664	363	278	252	408	358	687	376	306	215	380	630	250
66951	36743	41292	27023	42131	32869	28630	12088	16966	29151	15892	29796	14443
27494	94	134	81	83	104	104	59	107	117	142	86	134
39643	96	120	119	57	67	152	118	116	91	57	52	114
97468	42	68	39	68	53	19	37	32	12	35	54	33
28390	15	5	18	12	6	14	9	15	18	3	5	8
65425	1418	1348	2197	2135	1930	1018	1803	869	1501	2077	1712	2438
69712	269	246	216	162	192	304	487	834	533	341	178	146
48192	195	320	206	358	286	288	402	354	145	328	254	332
90286	9629	10817	10485	3418	2897	4200	6916	5388	6362	5903	7267	8331
37052	26652	23328	28400	28734	20826	19806	28206	21742	17966	21786	12008	22139
89237	20	31	27	17	33	39	25	26	24	42	33	15
25850	1140	958	2126	850	1207	1609	1607	1262	1362	1136	1417	1419
60139	683	452	843	488	603	334	1878	481	1190	1022	990	694
74392	344	555	287	244	467	448	254	456	357	623	348	285
47247	536	206	374	289	520	634	527	279	285	447	473	386
13193	140	185	148	222	121	137	140	170	119	119	146	188
42408	4114	4143	2629	4554	3440	2605	3372	8239	3407	3182	7758	5144
20945	635	485	333	922	708	619	571	446	578	662	422	474
76101	286	192	140	392	372	354	218	253	382	454	271	348
50967	2063	2218	1794	2031	2400	1277	3968	1914	1135	1882	1061	2845
95017	594	1021	812	946	578	637	877	853	1470	1111	479	719
29902	397	539	412	419	606	430	490	357	247	377	349	265
37592	240	299	149	369	357	284	191	347	274	337	222	196
59930	4273	3293	7219	7179	5585	4299	9584	4647	6490	5428	6253	4796
78016	369	676	351	317	195	452	364	349	408	310	289	270
85256	223	73	145	144	136	213	162	259	133	110	92	111
13203	12	43	22	31	35	22	31	31	33	18	24	44
79226	55	48	53	98	46	55	66	81	66	114	98	84
52738	13	19	12	18	20	23	28	25	16	25	21	18
83573	113	124	145	231	343	240	215	225	92	164	145	178
44163	242	247	161	275	220	296	198	403	454	326	331	413
66936	3	2	6	3	2	6	3	1	3	5	3	1
42874	207	156	111	176	161	124	104	128	117	162	180	186
70537	873	324	265	597	569	818	510	386	413	665	549	938
71744	186	154	233	230	136	330	330	178	205	144	283	320
15370	33	46	20	18	30	27	33	32	24	14	28	24
51737	1712	2015	1864	1283	2698	3319	1469	2416	2407	1143	2566	2509
58005	42	40	65	47	41	55	41	35	31	37	39	53
99949	17	10	13	11	25	8	13	14	12	8	13	27
57243	11	14	14	19	7	14	18	12	18	19	41	17
68979	188	235	97	178	294	128	158	203	226	178	173	120
24876	1318	897	874	1196	823	774	912	1004	1425	783	731	1408
96461	1795	1649	1157	2647	1412	1798	1484	2165	853	3066	2347	1070
90372	192	138	362	239	356	291	322	178	372	309	135	275
60328	27	14	8	20	17	20	32	27	16	46	27	17
43947	33	52	24	52	40	45	54	56	32	44	45	62
90907	22	18	13	14	35	46	25	34	22	17	26	50
53223	151	112	48	135	132	245	121	102	129	114	100	97
89708	4	5	5	3	5	10	2	3	1	2	6	1
41363	117	240	158	352	77	258	165	136	324	123	261	239
32668	828	634	1125	705	579	788	822	882	501	672	344	569
35441	61	152	176	172	129	116	78	42	106	110	107	53
18603	365	402	452	165	465	379	231	526	326	775	350	308
88801	14	28	15	44	18	25	30	23	30	23	10	35
96753	5	11	9	6	5	10	6	12	4	7	7	6
69049	22	53	32	53	42	38	50	62	33	24	39	46
33722	1253	1348	1141	1907	1106	1294	1613	1239	2276	1780	760	886
59828	1064	1543	1129	1711	1112	1424	989	925	1170	782	636	817
47836	51	64	47	73	31	71	182	162	188	92	88	97
92544	1609	1528	1477	1627	1737	1420	1966	1649	1449	2062	701	1746
20707	109	87	119	82	94	79	77	74	84	97	84	81
75278	3535	3142	4028	3415	2674	3518	3460	4888	3125	3715	2796	2294
69179	334	518	562	424	297	317	643	401	218	491	486	220
69303	34	56	46	94	81	60	49	55	78	55	50	31
33912	849	741	1058	710	530	775	1049	762	675	618	770	1091
56281	27	22	11	33	35	32	24	51	29	19	55	31
56910	15	29	15	13	32	14	19	25	35	37	14	21
17825	6	15	5	8	6	14	19	9	19	25	34	33
92476	307	246	415	193	282	224	273	251	311	220	376	242
20474	124	120	54	188	168	130	116	109	157	157	181	199
51453	168	86	90	118	98	123	149	128	90	155	130	114
14313	93	53	80	65	83	47	79	83	41	49	104	74
43578	3965	2269	5225	1777	2465	2432	6525	3716	4796	4520	3602	2471
49145	18	34	63	63	53	49	42	88	67	63	97	54
31728	36	23	40	43	18	16	51	21	34	20	36	58
90424	2590	1692	1077	2321	1989	1894	2567	1598	2444	1375	1616	1064
26022	2423	4769	4327	2871	2384	2004	2001	4400	2323	1613	2728	2398
99703	257	255	255	282	401	378	398	629	446	301	529	296
45325	4	10	6	4	1	9	4	7	4	2	5	3
13508	36	62	48	48	19	61	35	32	57	37	83	38
84978	658	636	595	275	535	157	593	431	391	759	682	296
70760	210	141	262	104	52	226	558	321	301	179	312	331
38447	4408	2869	7036	3072	2287	3581	3482	2864	3546	2512	2786	4937
50031	8	10	12	13	11	2	7	17	7	3	10	10
38394	681	832	509	633	707	1100	534	727	451	568	760	745
65126	19	33	9	45	23	73	62	25	74	65	48	79
98133	1789	2237	1472	2469	2593	2539	2649	2070	2814	966	1142	1852
68616	128	170	255	96	165	219	139	110	134	229	79	130
61176	1155	915	750	1418	2587	1233	1636	1365	886	2136	1271	1620
80572	46	43	26	73	40	50	41	26	30	54	58	27
25568	11	5	13	6	8	8	10	9	6	11	2	11
94019	12	25	16	21	18	9	20	22	26	44	39	30
44706	70	38	73	30	53	44	29	70	43	35	37	48
81003	24	13	29	11	33	17	22	17	33	22	44	17
27552	1821	2747	2408	1610	1806	2157	1485	1383	3101	2057	1695	1907
12961	1781	1602	1830	2576	1708	1366	2342	3179	1998	1821	3576	2982
19030	417	169	231	182	375	310	182	166	271	275	321	358
49958	29	26	13	14	17	12	17	13	35	15	23	14
13930	80	196	200	135	169	56	156	115	125	88	107	165
66697	22	26	62	20	22	55	36	35	35	52	22	42
13899	1397	2939	2536	2912	2132	2820	2677	2139	2348	4332	2968	4851
65796	393	247	298	210	335	247	317	228	185	212	301	289
28541	346	619	313	535	264	501	489	879	805	918	548	1115
73635	73	111	61	46	70	81	86	36	151	91	65	47
47116	2	2	5	0	2	2	3	5	3	5	4	2
28949	29	20	37	30	23	31	47	33	49	37	42	27
67302	12	12	7	13	9	9	32	37	33	45	17	35
35015	144	186	327	315	259	327	419	188	296	364	258	280
15944	185	197	175	133	239	198	196	224	137	220	271	144
74332	49	20	29	46	25	22	60	15	59	32	29	25
50194	63	80	67	81	89	58	65	40	71	77	57	25
62863	4095	2514	2724	3366	4534	6857	2343	2343	4215	3296	3879	3863
79898	17	37	25	46	35	17	44	49	53	13	31	47
68201	22	15	19	24	25	24	17	48	25	28	33	30
35206	115	79	167	184	74	114	143	75	143	76	99	79
32427	34	18	45	45	38	26	25	48	44	28	32	30
47295	119	41	67	62	43	68	66	86	77	70	77	86
47524	483	343	298	451	401	220	630	509	464	572	391	270
46139	3240	5263	4090	5759	5861	6586	13422	15740	18067	12498	9238	7876
101275	6	4	3	5	3	2	2	2	1	6	6	7
64493	159	152	111	154	165	95	90	152	205	168	197	160
20495	140	333	195	191	117	186	178	372	414	331	448	258
93393	126	87	141	94	67	95	188	128	179	153	103	105
43933	165	100	180	208	124	84	57	98	82	64	91	138
43300	70	48	56	55	84	141	31	113	71	49	63	94
50958	1640	1723	1236	919	1233	1950	795	1212	1461	993	643	845
97501	67	84	72	99	58	67	104	139	135	120	193	147
41011	127	90	77	130	105	125	60	140	258	117	107	98
29801	162	196	111	117	100	124	212	112	215	175	91	151
