	GSM1275862_untreated	GSM1275862_dex	GSM1275863_untreated	GSM1275863_dex	GSM1275870_untreated	GSM1275870_dex	GSM1275871_untreated	GSM1275871_dex
ENSG00000243041	48	24	52	18	28	47	46	18
ENSG00000165213	683	288	733	603	630	799	422	783
ENSG00000218830	2	2	1	0	2	1	3	3
ENSG00000154853	5172	3458	3565	3312	2271	2532	6977	3249
ENSG00000239080	1	0	0	2	1	1	0	0
ENSG00000101107	137	238	104	129	189	101	292	177
ENSG00000138172	38	41	45	39	25	32	68	32
ENSG00000128639	40	14	22	21	24	17	24	14
ENSG00000106896	63	26	88	32	56	50	48	37
ENSG00000179732	374	285	239	251	347	87	338	225
ENSG00000245356	57	92	92	47	100	96	138	145
ENSG00000104634	83	74	67	58	103	85	131	37
ENSG00000180392	9121	3629	8382	2227	5893	7327	8213	3281
ENSG00000162312	435	347	422	201	299	184	243	405
ENSG00000213294	73	106	178	138	110	86	232	165
ENSG00000211428	10	7	5	4	6	5	5	9
ENSG00000153302	96	66	111	110	82	113	65	66
ENSG00000162530	156	90	100	85	84	112	181	164
ENSG00000196084	728	764	571	529	603	483	412	334
ENSG00000208485	110	52	217	167	153	252	170	159
ENSG00000197454	102	114	153	116	102	151	132	137
ENSG00000208093	41	68	31	37	81	114	45	46
ENSG00000189248	861	737	612	810	779	620	973	481
ENSG00000172937	3	3	3	4	7	6	7	5
ENSG00000213022	603	137	426	187	451	100	212	292
ENSG00000126877	3395	1739	2614	1589	2721	1641	2461	1918
ENSG00000159608	3	1	2	0	1	1	4	2
ENSG00000193332	2804	1393	1793	959	1795	2351	1136	2159
ENSG00000152546	359	501	368	488	409	338	180	493
ENSG00000238515	322	346	164	204	403	363	319	178
ENSG00000208961	37	13	39	17	55	25	33	19
ENSG00000140023	25	34	34	26	34	36	22	33
ENSG00000128613	17	17	31	11	32	34	50	34
ENSG00000239503	43478	37953	41629	56220	31881	65799	59404	57385
ENSG00000228957	32	18	29	16	21	17	38	27
ENSG00000178808	17959	25735	12639	15655	12492	20969	9060	21093
ENSG00000194658	140	57	67	84	78	88	83	54
ENSG00000143545	13	25	19	21	19	21	23	15
ENSG00000166200	842	461	353	197	498	617	199	611
ENSG00000120858	102	140	94	68	51	80	88	59
ENSG00000224701	24	18	18	31	50	25	34	23
ENSG00000206964	86	46	79	79	56	54	72	55
ENSG00000137164	446	545	668	595	724	788	436	646
ENSG00000210287	82	57	88	88	48	79	63	83
ENSG00000227231	30	30	52	86	40	54	65	39
ENSG00000239748	226	94	208	161	286	142	192	189
ENSG00000224703	641	456	1152	244	891	381	378	248
ENSG00000240390	5	11	5	8	14	6	10	17
ENSG00000123140	1957	1209	2158	1940	2625	2496	2179	1899
ENSG00000142230	21	15	12	15	15	12	24	16
ENSG00000226207	365	117	326	91	262	127	202	188
ENSG00000126244	667	1165	2816	1016	1206	1128	1586	2156
ENSG00000119295	569	487	657	251	488	207	393	469
ENSG00000206012	95	127	83	65	86	106	112	52
ENSG00000119322	145	82	186	96	251	69	226	108
ENSG00000102996	132	170	217	219	213	103	201	88
ENSG00000102152	2015	1811	2056	2173	1673	609	1597	2838
ENSG00000174164	122	187	182	174	227	140	164	264
ENSG00000142424	4813	1031	3891	1900	6763	1837	4341	1114
ENSG00000151723	242	144	77	132	143	232	158	104
ENSG00000178975	18660	13119	30877	13465	22569	13479	33449	11217
ENSG00000102443	246	187	416	351	254	298	245	353
ENSG00000191889	2592	2004	2881	2451	3511	2759	2643	2665
ENSG00000224127	11	29	27	13	9	15	12	10
ENSG00000108495	160	165	133	155	144	194	116	149
ENSG00000102140	923	617	455	706	601	736	809	523
ENSG00000244178	4	7	5	6	4	4	5	5
ENSG00000218633	29	59	35	50	51	42	61	38
ENSG00000222771	24	28	40	25	23	27	36	28
ENSG00000220399	618	294	773	442	556	835	369	444
ENSG00000172792	28	24	36	20	34	32	15	27
ENSG00000225910	185	122	172	343	208	190	177	161
ENSG00000178469	201	82	202	111	285	83	219	172
ENSG00000196229	328	119	200	77	325	63	220	61
ENSG00000117702	7	2	4	1	5	4	7	2
ENSG00000131433	430	533	451	852	619	591	247	356
ENSG00000159384	6	2	2	3	2	4	2	0
ENSG00000114413	1900	1613	1423	1583	1082	1825	1174	1368
ENSG00000135757	243	206	105	166	142	186	175	204
ENSG00000128873	21	44	22	22	16	20	33	34
ENSG00000209844	205	100	225	44	229	86	450	96
ENSG00000154842	6	6	7	6	8	4	13	8
ENSG00000100422	140	72	169	54	127	79	71	47
ENSG00000171230	178	148	178	149	148	168	115	135
ENSG00000178323	13503	5493	12941	8414	10403	16366	5242	18758
ENSG00000192082	5	4	6	8	4	8	4	10
ENSG00000151371	86	125	178	72	151	116	155	142
ENSG00000163369	14	27	21	21	11	27	16	11
ENSG00000145568	377	513	351	744	330	528	524	428
ENSG00000130690	2706	2864	3450	3528	1551	1508	1153	1871
ENSG00000161861	13	29	12	15	12	7	20	35
ENSG00000101515	193	323	234	286	190	277	230	151
ENSG00000202269	997	1332	1426	1057	1303	1934	1662	1126
ENSG00000140917	84	52	163	65	58	72	102	71
ENSG00000189174	84	86	78	92	112	101	65	59
ENSG00000110069	54	83	90	58	144	50	69	75
ENSG00000145545	211	199	94	235	149	173	90	189
ENSG00000115879	278	235	188	278	241	137	411	213
ENSG00000229998	25	25	37	43	11	36	36	34
ENSG00000155167	106	90	45	50	73	56	107	76
ENSG00000247097	40	22	27	25	46	25	48	11
ENSG00000125383	175	280	154	235	105	250	215	240
ENSG00000117268	282	271	217	152	197	170	225	180
ENSG00000171283	1419	1961	2102	1548	1391	1377	1714	921
ENSG00000198801	167	67	90	175	55	78	79	101
ENSG00000209954	52	102	74	60	67	80	94	67
ENSG00000124729	9	15	8	9	6	4	12	2
ENSG00000198953	503	460	551	1482	793	744	348	651
ENSG00000155630	200	339	181	99	241	156	233	204
ENSG00000187933	66	38	25	78	71	93	31	72
ENSG00000158166	383	282	303	492	260	323	331	302
ENSG00000177671	1642	1637	1234	1214	904	1797	1027	1982
ENSG00000100249	608	779	665	526	290	429	524	449
ENSG00000192248	416	304	444	261	346	595	259	293
ENSG00000220919	665	914	317	652	969	721	867	513
ENSG00000186337	19	24	24	14	22	32	14	23
ENSG00000147389	51	73	122	110	118	116	68	183
ENSG00000180878	298	458	368	235	333	385	220	342
ENSG00000167027	3	4	9	8	5	9	3	15
ENSG00000170085	142	54	62	143	79	106	50	90
ENSG00000229043	2389	808	2137	2223	1310	1087	1008	2329
ENSG00000208042	10	11	13	18	5	11	17	18
ENSG00000130663	47	75	101	127	105	78	55	53
ENSG00000179521	82	136	100	92	141	103	118	107
ENSG00000132402	1014	700	1402	1182	898	1016	471	1755
ENSG00000168470	9	13	20	4	13	22	12	24
ENSG00000241588	377	849	472	428	831	664	1101	652
ENSG00000121536	2165	1962	2330	2241	2774	2757	3666	3651
ENSG00000170062	192	291	260	190	139	210	165	277
ENSG00000204742	17	13	26	22	16	44	22	15
ENSG00000210557	4934	2274	2029	4135	4814	3597	2637	3178
ENSG00000166950	696	470	428	923	473	357	673	481
ENSG00000151859	186	449	651	496	654	278	714	524
ENSG00000173385	1959	2795	1560	2200	4453	2264	1688	3775
ENSG00000139735	633	312	741	295	513	396	230	242
ENSG00000120356	161	92	151	91	165	116	161	108
ENSG00000102935	7	8	8	7	13	8	12	13
ENSG00000154943	4420	6424	6332	2985	3361	3234	3921	4461
ENSG00000201721	121	113	117	117	114	95	135	153
ENSG00000137351	91	70	103	137	80	123	93	66
ENSG00000185908	348	595	234	694	611	531	257	567
ENSG00000225596	1460	1059	724	545	1313	1059	1387	1048
ENSG00000139052	11	45	30	24	25	23	52	18
ENSG00000139911	87	200	136	130	85	169	125	77
ENSG00000125168	32	49	52	76	34	53	62	18
ENSG00000167104	25	16	15	18	21	31	13	24
ENSG00000157203	50	49	35	26	66	48	67	46
ENSG00000141513	31	86	65	44	53	50	50	44
ENSG00000135575	57	84	94	80	134	162	85	188
ENSG00000156357	17	10	6	7	6	7	16	6
ENSG00000173125	35	28	23	30	32	30	36	29
ENSG00000220084	1181	490	643	351	921	662	993	490
ENSG00000207147	14	10	11	7	4	13	9	11
ENSG00000170039	122	92	97	142	92	112	100	86
ENSG00000241680	13	7	16	13	14	1	10	16
ENSG00000168075	47	48	15	32	35	41	46	55
ENSG00000147298	191	87	180	98	179	149	246	196
ENSG00000197794	478	572	453	419	880	786	544	348
ENSG00000154382	293	708	665	393	606	1486	877	755
ENSG00000245936	17	22	26	21	25	14	19	31
ENSG00000237732	1857	1809	1421	1749	1258	1053	1332	1362
ENSG00000216073	9	6	4	10	7	19	7	14
ENSG00000113355	975	1103	850	1427	1212	1038	2221	2477
ENSG00000194019	8	7	13	14	6	14	9	5
ENSG00000106069	13	20	26	33	17	23	13	13
ENSG00000191807	204	530	428	242	657	294	462	604
ENSG00000114626	50	86	67	44	62	53	69	120
ENSG00000163050	1576	757	1552	658	1210	579	1319	1162
ENSG00000142893	383	342	551	238	307	327	601	157
ENSG00000201379	157	169	106	160	185	251	201	131
ENSG00000188734	1406	1118	1085	1132	1629	1944	1550	1069
ENSG00000133304	83	127	99	87	63	106	44	60
ENSG00000191817	56	93	70	80	78	39	58	57
ENSG00000138180	239	215	329	169	189	350	284	382
ENSG00000222271	417	170	302	184	417	117	196	160
ENSG00000223370	411	221	238	305	248	185	217	358
ENSG00000130829	505	336	413	351	452	387	682	297
ENSG00000120916	1310	989	681	1204	1159	833	1046	1488
ENSG00000141481	64	48	93	38	81	60	43	47
ENSG00000121894	9	7	2	8	3	6	9	5
ENSG00000213791	201	248	344	240	189	196	175	223
ENSG00000185146	638	451	539	616	948	990	886	793
ENSG00000212651	175	236	325	226	137	397	251	196
ENSG00000242529	5	20	6	12	6	10	17	13
ENSG00000193792	1	4	3	3	4	3	4	3
ENSG00000238405	15	10	6	8	4	6	7	8
ENSG00000159847	970	238	392	332	423	435	571	345
ENSG00000212772	41	49	35	39	18	33	52	60
ENSG00000228480	1318	1579	932	1385	1752	891	1814	1678
ENSG00000137679	10738	7430	8349	8825	6740	7559	5321	5228
ENSG00000219399	950	711	378	627	756	935	865	1010
ENSG00000193912	314	303	253	258	328	252	426	419
ENSG00000234438	231	343	257	136	151	156	485	215
ENSG00000201425	666	259	493	594	314	361	366	489
ENSG00000133629	6715	7519	3941	4754	4502	9348	17143	6800
ENSG00000218406	114	95	93	91	67	123	57	91
ENSG00000191687	6	8	15	16	17	17	42	13
ENSG00000134190	531	360	361	441	674	562	380	296
ENSG00000207026	2814	3249	3273	2049	2983	1472	2545	1921
ENSG00000150330	27	19	24	17	21	21	21	7
ENSG00000149615	16	7	18	13	16	8	7	15
ENSG00000221382	5	2	2	2	6	5	4	4
ENSG00000200174	194	170	180	69	218	89	163	120
ENSG00000205403	15	2	9	14	8	2	14	0
ENSG00000160495	1559	1726	6364	3986	4612	7166	2463	2994
ENSG00000248930	6	22	17	21	10	14	9	15
ENSG00000108711	2627	2314	2550	1104	3639	1389	4367	1880
ENSG00000161921	252	318	386	306	271	209	329	374
ENSG00000225741	0	1	7	2	4	2	0	5
ENSG00000116852	338	111	167	226	186	170	235	216
ENSG00000203536	3543	2962	4395	5700	2789	3557	7286	3775
ENSG00000225754	928	766	550	511	529	742	626	807
ENSG00000158987	78	63	50	92	93	54	84	76
ENSG00000124788	143	182	105	85	134	146	129	67
ENSG00000173595	168	161	348	167	143	150	193	333
ENSG00000248284	176	142	202	135	268	136	134	268
ENSG00000179669	164	103	110	96	109	179	146	101
ENSG00000212107	38	27	29	41	35	34	25	15
ENSG00000155347	12	17	11	20	1	12	27	24
ENSG00000226910	0	8	1	4	2	3	1	5
ENSG00000126160	212	138	105	91	174	149	171	224
ENSG00000139791	115	88	84	111	85	95	238	110
ENSG00000195098	25	11	21	15	5	9	20	28
ENSG00000123867	2203	1253	1059	2514	2157	584	2033	1498
ENSG00000168669	32	31	43	36	35	34	41	18
ENSG00000132279	7019	3027	2900	1239	5795	3094	4508	1027
ENSG00000113541	86	26	61	87	97	80	76	94
ENSG00000154184	36	19	39	43	68	39	44	38
ENSG00000129254	447	192	467	491	182	382	537	377
ENSG00000227367	14	15	9	18	20	24	12	14
ENSG00000240247	1062	2052	2670	3071	1952	2864	1827	1692
ENSG00000246274	4870	3224	2302	3455	2681	3344	4498	2629
ENSG00000135798	117	129	147	115	85	94	51	126
ENSG00000202979	331	149	338	479	227	365	376	354
ENSG00000120111	14	17	13	30	12	18	16	29
ENSG00000209104	502	416	426	209	329	378	313	361
ENSG00000121554	1105	1668	1808	1915	2150	993	1183	1742
ENSG00000165484	77	62	41	58	48	84	81	110
ENSG00000195212	261	404	441	327	358	488	404	365
ENSG00000180696	271	295	240	237	178	331	280	345
ENSG00000183545	115	43	117	134	68	142	83	54
ENSG00000205015	6797	4362	10828	4837	13231	5273	13833	5751
ENSG00000197087	19788	18560	18789	13020	14433	12550	24771	16693
ENSG00000218718	17	26	15	17	26	24	19	13
ENSG00000232134	632	659	870	618	655	747	557	400
ENSG00000183036	3	1	3	1	2	0	3	0
ENSG00000228122	155	172	138	175	189	181	137	122
ENSG00000148701	196	256	253	243	286	279	298	362
ENSG00000148284	86	79	109	63	62	77	61	35
ENSG00000161063	115	215	250	225	243	168	187	296
ENSG00000106610	284	407	263	372	195	281	267	264
ENSG00000135082	4094	1838	3153	2339	3048	3774	3857	3028
ENSG00000105817	184	135	122	87	133	67	183	136
ENSG00000112200	43	10	40	42	37	30	32	26
ENSG00000201040	336	279	258	427	271	255	438	490
ENSG00000132527	8300	9923	4055	11001	9423	6505	7929	8744
ENSG00000128874	110	49	108	80	146	47	69	65
ENSG00000138459	2570	2362	1834	1766	4383	2612	3087	1124
ENSG00000114380	315	467	326	328	318	244	670	446
ENSG00000153822	9	13	14	11	13	15	8	14
ENSG00000143950	135	175	122	134	78	119	92	128
ENSG00000193117	51	54	39	61	41	54	47	87
ENSG00000121299	732	536	461	547	317	792	441	529
ENSG00000124951	4	6	3	13	7	6	8	8
ENSG00000177530	376	423	376	293	306	212	262	193
ENSG00000232722	141	141	215	214	179	137	159	159
ENSG00000145614	1	1	0	0	2	0	2	2
ENSG00000129945	116	185	126	116	105	117	134	124
ENSG00000208079	54	32	28	44	48	30	51	29
ENSG00000112651	2626	904	3215	1654	2510	1108	1970	1045
ENSG00000219406	334	299	589	426	878	1135	250	650
ENSG00000232318	1071	643	1085	1237	479	637	584	1205
ENSG00000240153	291	246	173	290	201	174	158	123
ENSG00000135188	32	24	20	11	17	28	29	18
ENSG00000191138	1153	1620	1235	1286	1649	1290	2505	2481
ENSG00000147262	1735	678	1264	571	1355	543	1436	650
ENSG00000161102	159	118	187	163	119	113	167	180
ENSG00000178484	307	182	251	229	137	193	106	181
ENSG00000106150	1762	1071	1696	855	2999	702	1375	1674
ENSG00000209195	1118	596	2089	628	1066	695	1686	1098
ENSG00000172829	250	169	71	126	107	94	94	83
ENSG00000209797	156	67	141	135	76	67	118	63
ENSG00000243556	1175	483	1898	1069	2827	927	1374	1573
ENSG00000183421	195	162	211	133	104	130	90	258
ENSG00000120168	34	98	49	52	39	67	34	85
ENSG00000207299	181	243	238	273	194	106	170	253
ENSG00000126389	120	76	152	77	115	57	153	83
ENSG00000128429	316	343	266	323	254	458	492	288
ENSG00000157328	138	78	99	87	78	40	73	41
ENSG00000236753	113	165	93	195	158	255	67	146
ENSG00000101044	357	983	491	653	478	290	367	490
ENSG00000174370	66	69	93	69	80	118	69	109
ENSG00000212335	52	52	89	55	77	49	62	55
ENSG00000222726	220	262	388	200	599	272	516	427
ENSG00000229752	21	21	21	21	18	16	15	30
ENSG00000233573	108	105	193	122	199	80	236	68
ENSG00000149537	287	83	98	99	247	90	185	52
ENSG00000105469	324	248	338	389	276	227	147	171
ENSG00000231754	253	286	239	208	421	257	216	223
ENSG00000223264	126	177	111	50	89	62	80	104
ENSG00000194581	1949	2114	3713	2036	3413	1951	3093	2765
ENSG00000168565	23	20	18	22	27	17	21	35
ENSG00000209019	95	117	125	128	101	90	90	95
ENSG00000151504	1873	4661	2098	3553	3130	3030	1988	1921
ENSG00000143486	64	47	78	89	99	54	118	90
ENSG00000102246	95	75	149	81	262	92	339	207
ENSG00000232711	25	26	17	13	23	28	29	29
ENSG00000234551	289	282	182	315	307	135	180	374
ENSG00000219705	2588	2590	2437	2767	2656	3123	3850	966
ENSG00000102898	121	144	116	92	71	139	135	133
ENSG00000238819	28	38	38	11	19	32	45	31
ENSG00000119647	73	176	74	122	124	99	72	176
ENSG00000236671	11	12	7	10	9	3	6	3
ENSG00000102445	35	45	39	50	34	33	31	34
ENSG00000221730	13535	18210	18896	24099	17668	17165	22763	16989
ENSG00000237426	11	6	13	3	13	7	9	14
ENSG00000181938	20	5	17	9	17	15	20	7
ENSG00000117630	80	117	89	112	80	76	129	51
ENSG00000187676	15	23	34	21	17	26	24	10
ENSG00000116739	117	87	84	73	140	105	125	74
ENSG00000140350	7235	4832	4759	5284	7412	8588	3430	15409
ENSG00000244333	1281	1016	513	796	1491	1983	1288	1037
ENSG00000244081	25	13	23	29	29	26	19	25
ENSG00000227708	2003	1515	1430	1025	1545	746	1986	1197
ENSG00000221481	2024	651	900	1500	1607	1620	1114	1249
ENSG00000107984	1125	1219	1170	2288	1781	1227	924	1380
ENSG00000217474	74	72	72	94	97	40	55	61
ENSG00000141632	299	434	237	330	292	181	185	154
ENSG00000235808	55	64	65	68	66	31	39	57
ENSG00000177243	464	330	352	399	304	352	445	341
ENSG00000198871	334	218	110	310	203	181	247	235
ENSG00000167708	2020	1566	1624	985	1756	752	1786	1159
ENSG00000225198	881	556	1069	656	884	356	1543	395
ENSG00000112097	203	99	141	99	225	68	261	66
ENSG00000214002	0	0	0	0	0	3	0	1
ENSG00000135506	392	321	523	429	582	224	281	363
ENSG00000167910	640	738	671	558	740	1331	344	683
ENSG00000164842	3882	1195	2915	939	1636	894	1268	981
ENSG00000241113	62	153	255	161	149	146	170	204
ENSG00000149911	223	348	398	156	216	365	211	215
ENSG00000199145	128	104	69	170	92	149	184	190
ENSG00000113201	123	105	196	68	98	126	43	86
ENSG00000138215	4	3	9	8	7	4	4	4
ENSG00000113046	121	53	63	39	94	25	153	29
ENSG00000188969	94	93	88	48	111	116	79	42
ENSG00000203410	6	5	9	7	4	7	6	6
ENSG00000170389	129	59	151	112	104	76	70	132
ENSG00000177813	14	22	11	40	11	16	18	16
ENSG00000181622	985	805	1137	572	1525	406	983	596
ENSG00000221450	266	202	292	314	249	288	283	105
ENSG00000129218	1	4	3	4	5	9	2	4
ENSG00000164724	1	2	3	5	2	4	4	2
ENSG00000206784	385	406	583	634	605	597	382	713
ENSG00000131289	1113	946	849	1870	1738	1959	1204	1028
ENSG00000223608	1146	628	788	750	1008	602	993	1062
ENSG00000221357	6	4	6	5	4	5	2	5
ENSG00000136090	1980	1052	2145	852	1134	755	1526	433
ENSG00000151995	91	129	65	74	154	72	107	94
ENSG00000220568	1130	1663	1021	1090	1560	945	1454	909
ENSG00000177848	191	318	288	173	153	196	195	163
ENSG00000142498	70	66	48	92	74	88	40	41
ENSG00000244371	99	108	83	102	154	73	92	160
ENSG00000152094	744	747	776	656	632	843	1286	660
ENSG00000122557	672	318	1065	259	676	400	878	645
ENSG00000104988	23	9	7	13	5	11	6	8
ENSG00000197819	161	89	142	50	94	81	85	96
ENSG00000116716	473	412	641	595	470	513	370	283
ENSG00000131253	286	124	278	253	269	271	327	298
ENSG00000115461	176	162	174	116	90	108	170	221
ENSG00000136168	196	152	183	233	282	176	111	97
ENSG00000149886	7	8	19	10	4	19	7	9
ENSG00000217210	18	3	33	10	22	5	27	14
ENSG00000207991	127	98	56	192	139	159	91	171
ENSG00000197335	108	101	117	58	120	130	89	99
ENSG00000188954	233	209	247	287	260	216	134	155
ENSG00000131394	23	74	27	27	24	21	31	21
ENSG00000182843	36	21	47	32	54	30	25	15
ENSG00000181430	23	51	27	29	27	32	28	22
ENSG00000244973	70	97	111	73	174	181	86	91
ENSG00000211544	270	120	390	202	397	147	234	199
ENSG00000184835	830	683	620	1185	592	901	789	582
ENSG00000150669	895	542	639	805	681	550	561	671
ENSG00000143278	527	386	494	551	369	748	421	507
ENSG00000137302	534	241	748	463	590	331	226	405
ENSG00000210527	2459	2699	3678	2140	2173	3604	2589	2438
ENSG00000148108	1616	2388	1971	923	1141	1847	4518	2774
ENSG00000134522	449	103	183	101	320	120	126	215
ENSG00000152805	7	4	9	12	12	18	7	8
ENSG00000147494	30	70	84	72	46	89	78	109
ENSG00000152237	105	198	229	288	161	131	319	186
ENSG00000233017	197	139	449	314	344	161	352	131
ENSG00000231991	48	41	28	44	30	45	37	49
ENSG00000188105	1203	941	697	889	1139	884	1085	888
ENSG00000189297	6	4	4	9	3	7	5	4
ENSG00000123456	106	158	143	147	174	159	151	175
ENSG00000147483	70	78	98	110	167	107	83	123
ENSG00000160098	2312	2224	2034	3637	1869	1368	1924	1653
ENSG00000192207	439	311	426	540	291	214	214	359
ENSG00000229550	51	69	44	26	35	15	36	44
ENSG00000108460	5	8	3	5	12	9	5	5
ENSG00000131904	52	40	33	17	19	31	48	18
ENSG00000172817	912	291	467	430	1141	1000	1047	692
ENSG00000136885	54	60	64	103	66	75	87	95
ENSG00000246294	370	651	577	338	269	258	550	544
ENSG00000190393	517	346	362	410	295	257	305	456
ENSG00000151192	68	164	85	118	110	151	87	160
ENSG00000123172	2948	2632	1655	901	2701	2335	2726	1086
ENSG00000158348	43	22	22	36	59	79	25	27
ENSG00000151905	275	503	97	376	155	204	281	177
ENSG00000128535	1031	916	939	1342	1173	1074	1801	518
ENSG00000222306	230	274	175	191	216	202	157	259
ENSG00000134130	187	243	170	291	253	226	223	142
ENSG00000128901	28	33	69	36	44	32	32	33
ENSG00000232788	25	9	26	9	48	14	17	24
ENSG00000110009	194	200	149	125	135	261	385	245
ENSG00000173154	216	151	362	210	225	189	153	216
ENSG00000100429	73	36	174	47	72	33	101	45
ENSG00000171882	124	66	45	66	78	48	45	60
ENSG00000201068	121	127	77	97	158	103	120	111
ENSG00000126119	672	445	514	294	876	310	522	239
ENSG00000185191	2069	2071	1609	1593	2063	1052	1754	1647
ENSG00000103692	221	287	246	256	227	463	287	261
ENSG00000140028	127	136	208	235	136	115	133	142
ENSG00000205257	6446	8673	9385	7101	7217	5920	8240	6183
ENSG00000190717	7	4	10	5	3	1	8	3
ENSG00000123909	491	275	599	332	345	345	376	402
ENSG00000145471	75	126	95	73	63	73	74	73
ENSG00000186005	352	207	253	309	305	367	210	310
ENSG00000181032	12359	6135	9426	9051	9119	5627	6507	6297
ENSG00000221179	15	9	19	20	12	18	16	21
ENSG00000198478	31	33	19	17	15	30	22	9
ENSG00000135678	157	208	200	260	143	275	238	161
ENSG00000224183	1350	2417	2607	1770	3834	2006	1991	3295
ENSG00000179861	124	74	130	45	235	181	231	63
ENSG00000112284	230	285	239	265	335	133	344	348
ENSG00000159440	489	235	151	314	285	189	542	180
ENSG00000201508	24	17	18	29	23	29	29	6
ENSG00000171789	248	86	206	318	338	344	233	186
ENSG00000170944	95	85	61	28	77	56	114	54
ENSG00000226167	79	202	237	131	84	206	97	112
ENSG00000213417	329	144	346	221	135	124	435	121
ENSG00000203209	2	8	7	14	5	4	19	4
ENSG00000220808	187	97	144	88	150	147	104	152
ENSG00000154191	135	68	56	54	64	75	151	77
ENSG00000219523	22	88	65	85	55	102	84	116
ENSG00000130852	69	49	97	101	57	54	73	93
ENSG00000138657	629	570	325	371	629	321	563	357
ENSG00000144712	8468	7355	8628	9267	10870	4792	7042	7778
ENSG00000131805	107	147	88	94	107	126	172	157
ENSG00000145919	2775	2453	2252	3838	1986	3727	1850	3994
ENSG00000150557	101	179	117	117	75	56	65	142
ENSG00000213703	118	144	236	314	252	207	195	255
ENSG00000135606	813	1530	1098	806	1020	839	1107	629
ENSG00000249020	198	64	144	76	157	60	101	105
ENSG00000167341	73	35	110	120	117	168	72	111
ENSG00000184529	18	10	13	21	15	14	15	17
ENSG00000217426	4275	4837	4453	4035	3767	5530	5655	2860
ENSG00000102041	12	12	9	5	6	5	5	6
ENSG00000200278	379	190	265	240	288	221	350	186
ENSG00000205134	101	107	60	104	98	169	119	101
ENSG00000154258	564	226	518	184	412	155	709	114
ENSG00000168432	23	6	23	19	14	20	26	20
ENSG00000238571	144	216	131	294	185	140	156	284
ENSG00000102878	468	459	331	318	435	335	301	366
