gene_id	GSM1275862_untreated	GSM1275862_dex	GSM1275863_dex	GSM1275870_dex	GSM1275871_dex
ENSG00000177459	484	698	678	281	512
ENSG00000249497	35	20	26	21	17
ENSG00000122411	2640	1001	1494	1181	1037
ENSG00000174999	18	11	15	21	7
ENSG00000113764	2181	1891	1893	1564	2868
ENSG00000127347	1140	642	552	577	601
ENSG00000172837	79	115	83	112	54
ENSG00000249221	1518	1344	837	856	684
ENSG00000202054	415	930	1015	889	419
ENSG00000120426	7470	6791	11266	7476	11766
ENSG00000117053	263	158	680	229	320
ENSG00000166442	58	44	60	40	44
ENSG00000161808	2118	2361	2563	1497	1611
ENSG00000155631	53	44	41	46	33
ENSG00000173369	18	23	20	21	9
ENSG00000226543	53	53	60	46	18
ENSG00000240287	41	38	22	45	17
ENSG00000162604	22	21	28	40	17
ENSG00000180546	3	0	3	0	2
ENSG00000188380	5752	5953	2205	2522	1846
ENSG00000190097	43	50	51	87	67
ENSG00000202498	183	409	322	251	308
ENSG00000138889	680	468	438	736	361
ENSG00000172132	347	245	406	397	230
ENSG00000138899	6	7	6	15	4
ENSG00000210843	15	27	41	14	20
ENSG00000149706	1417	1025	1390	1866	815
ENSG00000232889	61	47	65	46	62
ENSG00000189843	91	112	147	147	158
ENSG00000173022	373	459	413	377	432
ENSG00000240795	445	441	372	351	656
ENSG00000148990	75	89	82	114	133
ENSG00000153110	707	1150	767	1193	707
ENSG00000112092	21	23	22	30	21
ENSG00000144115	11	6	6	3	8
ENSG00000222064	45	46	30	50	27
ENSG00000233457	594	1562	537	403	607
ENSG00000213947	138	114	131	123	95
ENSG00000216853	101	17	53	41	38
ENSG00000202966	92	110	73	118	57
ENSG00000227999	165	26	59	55	54
ENSG00000108673	1884	944	1381	1502	969
ENSG00000240748	146	83	81	144	138
ENSG00000134802	3834	3914	4051	4813	3181
ENSG00000133901	28	18	7	5	8
ENSG00000177374	49	44	85	47	46
ENSG00000113157	259	257	371	319	394
ENSG00000149968	111	103	177	124	135
ENSG00000126311	1	1	5	6	6
ENSG00000112918	6574	2230	2226	2608	2924
ENSG00000142502	294	133	75	179	157
ENSG00000212791	33	30	50	58	35
ENSG00000224508	28	7	7	7	10
ENSG00000135257	189	146	88	172	98
ENSG00000214828	577	251	242	180	464
ENSG00000185478	240	236	145	176	226
ENSG00000129597	95	181	70	106	130
ENSG00000139616	36	85	43	44	56
ENSG00000135039	1439	834	2203	1217	1551
ENSG00000187810	262	265	163	547	536
ENSG00000146761	301	474	327	255	206
ENSG00000206047	140	129	156	111	244
ENSG00000224165	379	404	320	277	253
ENSG00000181005	452	828	386	659	841
ENSG00000214365	1299	1367	1862	1364	1717
ENSG00000203194	104	58	32	43	89
ENSG00000204053	45	67	33	47	87
ENSG00000140275	26	10	18	25	7
ENSG00000227002	25	7	17	7	13
ENSG00000242697	867	534	1231	1068	796
ENSG00000212259	6467	5528	8240	4548	6809
ENSG00000126352	172	83	172	176	148
ENSG00000174564	131	36	60	91	53
ENSG00000176592	1064	1090	1285	552	1451
ENSG00000163853	11369	13672	19061	8125	19104
ENSG00000177240	42	51	18	28	26
ENSG00000227026	302	269	222	131	216
ENSG00000187182	46	23	25	71	68
ENSG00000174461	460	204	170	237	184
ENSG00000231378	56	11	33	8	15
ENSG00000238865	24	11	29	27	16
ENSG00000161391	8	25	23	14	26
ENSG00000104243	676	373	1088	513	424
ENSG00000187380	143	126	92	123	98
ENSG00000100091	417	273	185	210	215
ENSG00000247415	131	217	154	164	188
ENSG00000140564	59	75	95	112	94
ENSG00000161845	183	145	189	156	117
ENSG00000213572	61	70	121	76	80
ENSG00000169127	1155	2369	2486	1480	2180
ENSG00000149895	1376	2612	1046	1731	1289
ENSG00000167434	615	337	381	297	295
ENSG00000105317	639	1167	1631	1546	2246
ENSG00000137642	395	281	238	172	351
ENSG00000200074	77	75	48	54	129
ENSG00000180520	255	179	50	156	151
ENSG00000224881	116	318	240	255	300
ENSG00000196992	32	46	39	46	28
ENSG00000119182	6	8	9	5	8
ENSG00000152833	221	342	593	329	253
ENSG00000174952	548	757	676	447	510
ENSG00000163048	14	12	19	2	13
ENSG00000175541	4641	6281	6551	4058	4419
ENSG00000135398	21	31	52	42	39
ENSG00000120438	263	117	228	248	257
ENSG00000162914	84	69	72	22	40
ENSG00000234466	39	20	20	11	21
ENSG00000174119	369	220	438	338	127
ENSG00000175376	40	49	40	28	44
ENSG00000248016	534	628	525	294	274
ENSG00000160786	214	177	177	365	181
ENSG00000222507	220	80	109	89	92
ENSG00000105201	818	1164	914	1658	1248
ENSG00000163184	516	234	548	205	365
ENSG00000145087	110	144	125	112	53
ENSG00000151056	194	86	218	179	120
ENSG00000210895	151	112	137	137	125
ENSG00000217774	396	611	260	395	353
ENSG00000226575	22	28	55	24	16
ENSG00000144617	13	10	5	10	8
ENSG00000213483	460	190	196	204	189
ENSG00000114592	177	56	84	88	170
ENSG00000162573	692	295	386	597	530
ENSG00000234331	90	114	77	127	107
ENSG00000116654	61	121	80	77	81
ENSG00000103656	220	288	399	146	551
ENSG00000246638	331	702	782	343	286
ENSG00000163963	454	226	586	329	262
ENSG00000235155	443	220	378	389	420
ENSG00000171269	263	282	304	321	242
ENSG00000183041	12	19	12	8	3
ENSG00000203326	4067	2911	1481	2168	2461
ENSG00000104361	377	115	125	106	308
ENSG00000120381	108	66	57	77	99
ENSG00000159730	6	7	7	7	5
ENSG00000125761	100	265	230	159	231
ENSG00000120110	555	231	357	240	324
ENSG00000149435	309	396	201	376	325
ENSG00000127083	463	466	301	571	535
ENSG00000122745	15	6	1	5	9
ENSG00000114554	8	11	7	18	8
ENSG00000236091	33935	33843	14257	28890	33901
ENSG00000249512	8	6	2	7	9
ENSG00000226200	214	290	143	193	324
ENSG00000243845	233	258	211	346	328
ENSG00000179822	149	75	150	91	77
ENSG00000116480	5	1	2	0	3
ENSG00000180795	65	27	26	75	41
ENSG00000228916	102	128	115	157	152
ENSG00000140885	1	2	1	1	4
ENSG00000116093	1143	715	462	437	357
ENSG00000240868	154	95	239	147	231
ENSG00000209091	35	62	23	52	71
ENSG00000139370	10	21	17	7	28
ENSG00000147461	14	25	16	17	18
ENSG00000232503	1048	2130	1712	1423	2743
ENSG00000177124	970	940	682	1125	502
ENSG00000181685	330	628	570	256	489
ENSG00000187274	1161	595	496	718	443
ENSG00000182658	6	6	8	10	13
ENSG00000209116	261	117	298	181	212
ENSG00000200239	108	158	125	114	89
ENSG00000206028	94	85	187	149	104
ENSG00000202716	21	25	22	22	29
ENSG00000100118	154	127	151	63	129
ENSG00000202278	19	17	18	29	7
ENSG00000191901	1084	660	576	664	485
ENSG00000172728	78	136	101	90	58
ENSG00000199024	1027	899	2143	985	834
ENSG00000121775	237	357	295	177	151
ENSG00000194380	82	121	100	76	96
ENSG00000197922	695	558	507	319	939
ENSG00000143391	858	997	788	822	935
ENSG00000202156	130	50	175	62	118
ENSG00000201540	251	357	330	192	228
ENSG00000237954	118	32	71	54	124
ENSG00000124437	171	371	229	191	214
ENSG00000249818	122	52	103	71	58
ENSG00000118579	942	274	368	347	292
ENSG00000238720	20	41	27	30	35
ENSG00000143512	8	3	13	10	6
ENSG00000112577	167	144	105	138	215
ENSG00000113888	11	19	17	20	18
ENSG00000217352	13	17	16	17	46
ENSG00000145561	0	7	3	3	11
ENSG00000164516	2385	1778	2067	2442	2233
ENSG00000205254	182	143	96	113	123
ENSG00000120564	78	99	95	99	77
ENSG00000231485	21	34	22	28	26
ENSG00000123678	75	142	84	108	181
ENSG00000246676	38	74	52	60	19
ENSG00000213570	203	122	95	62	65
ENSG00000192463	4163	1266	1747	1488	763
ENSG00000233020	5074	2270	3208	3511	4928
ENSG00000100717	0	3	0	0	2
ENSG00000192202	22	6	15	17	10
ENSG00000236502	116	29	33	57	48
ENSG00000210760	16	25	16	16	26
ENSG00000226161	67	85	39	76	63
ENSG00000112164	84	134	32	123	110
ENSG00000189164	190	163	92	123	75
ENSG00000234170	33	12	19	10	17
ENSG00000109556	4	8	7	4	3
ENSG00000207131	1	1	0	1	2
ENSG00000247467	358	231	269	221	383
ENSG00000188153	1463	1272	1376	1583	1224
ENSG00000203154	3035	1660	2084	1477	1785
ENSG00000242983	65	48	106	95	52
ENSG00000245780	20	4	5	3	4
ENSG00000121318	8	2	9	5	5
ENSG00000238007	987	1025	778	985	1044
ENSG00000249355	97	163	61	62	153
ENSG00000140870	16575	22396	14035	21199	22118
ENSG00000195682	564	902	761	365	329
ENSG00000101612	83	41	76	71	113
ENSG00000196112	1949	1719	1453	1221	1245
ENSG00000129928	74	78	98	94	70
ENSG00000212177	242	153	144	123	363
ENSG00000174502	47	27	20	31	12
ENSG00000196158	262	367	468	386	408
ENSG00000156521	28	23	20	21	26
ENSG00000159044	64	114	87	134	84
ENSG00000227058	31	37	30	49	64
ENSG00000233027	529	490	585	650	539
ENSG00000102922	415	952	410	757	567
ENSG00000175786	115	70	104	95	70
ENSG00000128830	199	203	218	133	157
ENSG00000166882	4	4	10	3	6
ENSG00000248201	97	18	11	57	69
ENSG00000146294	24	15	28	19	30
ENSG00000154325	2	0	2	0	0
ENSG00000227854	6	11	18	12	5
ENSG00000153481	90	68	75	73	42
ENSG00000130222	62	76	102	84	66
ENSG00000209451	176	350	311	297	326
ENSG00000209448	6530	4408	5201	3239	4813
ENSG00000217281	113	121	190	214	141
ENSG00000135386	701	1187	2215	969	1208
ENSG00000206685	58	206	124	125	88
ENSG00000234076	87	55	90	56	87
ENSG00000115664	79	117	64	145	166
ENSG00000126538	14	4	7	10	7
ENSG00000242745	22	26	19	27	15
ENSG00000166327	64	50	43	60	36
ENSG00000134486	599	392	566	703	579
ENSG00000145389	380	248	373	271	340
ENSG00000116891	299	220	113	86	87
ENSG00000131686	30	31	45	23	28
ENSG00000173039	150	150	100	179	226
ENSG00000145619	16	15	16	9	15
ENSG00000181934	44180	27098	31350	55318	46439
ENSG00000175950	122	91	99	181	152
ENSG00000225658	3	6	1	2	6
ENSG00000105069	709	580	885	946	642
ENSG00000211386	56	30	41	26	34
ENSG00000211910	637	795	848	980	633
ENSG00000179814	71	94	91	141	127
ENSG00000104901	16	17	8	16	9
ENSG00000202270	477	249	824	430	977
ENSG00000100391	64	54	47	71	68
ENSG00000151358	40340	28035	23650	30701	16910
ENSG00000161115	800	2877	1414	1518	1504
ENSG00000176034	9	9	7	12	6
ENSG00000136096	640	1519	731	1262	1105
ENSG00000229042	3	2	2	2	3
ENSG00000134005	157	87	208	129	266
ENSG00000245945	125	113	149	139	150
ENSG00000168294	686	495	603	735	715
ENSG00000172014	33	44	28	44	80
ENSG00000183155	47	46	27	27	47
ENSG00000216577	20	43	29	23	18
ENSG00000181452	842	810	396	236	715
ENSG00000157372	383	222	356	226	381
ENSG00000157068	384	365	348	517	430
ENSG00000160796	300	320	423	233	547
ENSG00000243701	78	70	106	83	86
ENSG00000183192	3112	3796	2135	4199	2717
ENSG00000243554	41	29	40	27	19
ENSG00000167211	2691	2229	1460	2300	2512
ENSG00000126759	1231	1310	1425	1168	1815
ENSG00000228491	16	15	13	18	12
ENSG00000185218	554	457	240	706	430
ENSG00000133053	464	373	541	344	278
ENSG00000231640	406	497	594	693	863
ENSG00000143395	6	5	30	14	29
ENSG00000139253	797	691	560	1043	791
ENSG00000133670	380	670	369	350	637
ENSG00000166134	8	12	11	14	4
ENSG00000153611	61	67	81	73	55
ENSG00000128188	842	1235	497	600	815
ENSG00000151415	49	98	86	39	58
ENSG00000122961	257	262	486	381	395
ENSG00000178974	51	87	76	45	47
ENSG00000114479	29	28	19	31	13
ENSG00000169031	147	218	82	130	89
ENSG00000209876	303	390	438	306	437
ENSG00000193275	70	61	71	106	45
ENSG00000178725	12	6	19	18	19
ENSG00000142595	4	6	4	1	2
ENSG00000176447	545	453	542	515	754
ENSG00000163327	218	190	345	290	258
ENSG00000216954	2849	1818	3730	1943	3342
ENSG00000238858	149	219	83	188	215
ENSG00000189884	1832	2185	1956	1331	1155
ENSG00000232225	46	45	35	33	59
ENSG00000190764	891	1098	758	1081	399
ENSG00000145975	5	6	5	8	12
ENSG00000108142	1	1	1	1	0
ENSG00000235860	305	376	264	268	245
ENSG00000249384	42	38	14	23	21
ENSG00000222534	85	168	102	144	56
ENSG00000190959	115	59	69	229	78
ENSG00000208276	11	15	13	7	8
ENSG00000193157	61	53	91	99	78
ENSG00000249966	20	3	5	11	6
ENSG00000216225	60	126	117	139	77
ENSG00000142922	25	24	17	33	24
ENSG00000186090	202	335	86	104	63
ENSG00000190647	81	110	75	52	63
ENSG00000204501	1856	3425	3857	3261	2026
ENSG00000149023	148	127	102	63	102
ENSG00000172337	3963	2924	7306	7635	3324
ENSG00000108582	37	39	72	35	32
ENSG00000114267	719	827	1023	765	1298
ENSG00000170715	615	479	578	712	603
ENSG00000231913	69	138	97	40	70
ENSG00000156766	426	693	654	498	476
ENSG00000243367	43	45	31	34	38
ENSG00000153023	77	155	80	66	133
ENSG00000225625	1049	566	946	414	428
ENSG00000144372	96	147	183	196	174
ENSG00000245560	2	2	1	2	1
ENSG00000150818	42	15	29	29	30
ENSG00000160804	3799	2620	4500	2506	2490
ENSG00000220204	412	639	326	347	302
ENSG00000210870	250	212	197	138	168
ENSG00000107518	112	107	54	32	44
ENSG00000237289	74	93	60	52	59
ENSG00000104071	17	9	24	9	20
ENSG00000248767	332	702	379	885	571
ENSG00000110047	253	284	237	446	259
ENSG00000120140	3472	3881	3256	2410	2433
ENSG00000220158	1839	1176	936	1113	1029
ENSG00000145429	73	146	133	118	150
ENSG00000117778	216	181	172	271	157
ENSG00000141789	130	180	103	103	132
ENSG00000151188	435	256	432	522	420
ENSG00000220166	110	94	71	41	46
ENSG00000209994	1	0	0	1	0
ENSG00000145528	25	40	37	32	17
ENSG00000143496	57	93	38	78	119
ENSG00000161117	1548	2703	1815	1765	2334
ENSG00000209322	64	48	57	57	81
ENSG00000118411	17	16	36	12	45
ENSG00000244080	40	43	60	33	25
ENSG00000175942	55	62	64	64	100
ENSG00000240574	1995	587	538	816	761
ENSG00000185480	4	4	4	3	2
ENSG00000138108	10254	7235	5182	9629	11736
ENSG00000221610	794	503	287	158	585
ENSG00000143200	1183	2116	1802	3120	1646
ENSG00000158535	167	68	128	182	153
ENSG00000229338	331	234	278	570	319
ENSG00000195145	4	4	2	4	6
ENSG00000105640	252	380	284	129	268
ENSG00000225023	178	124	233	200	218
ENSG00000230760	1598	1768	584	1293	1624
ENSG00000127661	129	83	129	125	367
ENSG00000211222	314	315	383	235	72
ENSG00000203783	523	385	437	350	276
ENSG00000149062	21	12	17	7	4
ENSG00000235370	309	540	560	560	329
ENSG00000124176	20104	19390	18351	16362	21508
ENSG00000101104	128	101	113	139	125
ENSG00000197504	4803	2460	2349	2889	1328
ENSG00000210264	120	126	153	156	123
ENSG00000225436	8373	3576	7443	9892	5567
ENSG00000126965	8755	4680	5014	4526	7062
ENSG00000165296	187	140	78	222	150
ENSG00000216969	35	61	31	49	50
ENSG00000113589	267	230	538	413	446
ENSG00000163292	195	191	144	194	76
ENSG00000169789	71	31	42	58	33
ENSG00000235317	23	73	43	46	31
ENSG00000113077	3	5	8	3	12
ENSG00000147653	23	50	61	24	23
ENSG00000138566	72	100	84	115	54
ENSG00000232162	3915	3199	2511	2423	2702
ENSG00000238883	764	1183	703	540	1543
ENSG00000138760	41	41	48	44	19
ENSG00000204180	129	153	94	83	177
ENSG00000129194	21	28	34	26	29
ENSG00000148013	820	1325	717	884	1137
ENSG00000225822	9432	7140	5980	12304	7184
ENSG00000224774	188	91	156	159	111
ENSG00000205900	125	332	119	241	256
ENSG00000228489	1182	1237	1033	790	1362
ENSG00000137754	19	19	40	36	26
ENSG00000242065	2049	2416	2725	2832	2228
ENSG00000113231	574	346	271	205	405
ENSG00000242685	3	1	1	6	3
ENSG00000111356	29	27	14	20	27
ENSG00000153469	65	105	40	87	60
ENSG00000235577	202	157	160	121	215
ENSG00000214918	239	163	84	135	168
ENSG00000187754	146	209	217	252	209
ENSG00000115860	434	275	94	310	132
ENSG00000189678	823	412	233	288	377
ENSG00000162141	108	158	446	406	399
ENSG00000200724	572	170	583	640	564
ENSG00000179170	3010	3212	1115	1783	3953
ENSG00000216937	447	440	231	449	561
ENSG00000103729	728	409	576	497	221
ENSG00000148918	26	11	11	11	20
ENSG00000224382	93	92	76	72	117
ENSG00000114298	155	117	120	153	188
ENSG00000235524	696	732	503	1161	669
ENSG00000206597	284	65	180	191	146
ENSG00000189800	33	26	8	21	26
ENSG00000224140	551	749	736	769	790
ENSG00000211474	469	492	476	333	426
ENSG00000182906	189	217	219	319	404
ENSG00000112157	9	6	17	11	7
ENSG00000190722	125	149	77	159	98
ENSG00000147554	51	57	86	70	66
ENSG00000170448	33	102	37	67	78
ENSG00000181781	5167	2441	3484	2166	3353
ENSG00000227341	12	15	9	9	17
ENSG00000149281	0	1	0	2	1
ENSG00000230548	251	303	333	439	274
ENSG00000224090	65	54	52	67	65
ENSG00000103175	437	504	165	150	304
ENSG00000140211	2207	2366	4590	3289	2331
ENSG00000125879	500	483	847	418	532
ENSG00000116377	2	1	1	3	2
ENSG00000181000	41	76	56	41	62
ENSG00000162013	154	117	180	150	165
ENSG00000173924	192	115	76	139	176
ENSG00000139359	8	15	22	25	34
ENSG00000135331	16	12	7	9	5
ENSG00000221812	5793	2684	1136	2742	2812
ENSG00000129817	64	124	98	101	53
ENSG00000245330	70	68	64	89	49
ENSG00000138453	1296	2232	2143	2013	1743
ENSG00000199797	3	8	6	5	5
ENSG00000171989	5	5	6	6	3
ENSG00000122880	943	916	1312	1071	1076
ENSG00000232515	126	171	196	132	409
ENSG00000241455	149	135	95	165	189
ENSG00000170479	658	474	642	1176	629
ENSG00000205591	24	35	20	16	32
ENSG00000173064	511	530	507	514	381
ENSG00000211301	315	334	439	366	546
ENSG00000167895	151	276	173	360	264
ENSG00000189207	742	1249	959	966	1493
ENSG00000131716	134	78	55	62	97
ENSG00000111383	2	2	3	0	0
ENSG00000200902	4397	2858	2153	3457	2105
ENSG00000203180	289	157	272	402	326
ENSG00000177320	69	51	71	65	65
ENSG00000110846	9	10	8	12	11
ENSG00000112844	17	12	16	11	8
ENSG00000244977	15	21	10	14	8
ENSG00000242293	26	17	20	4	8
ENSG00000151208	1264	796	550	413	384
ENSG00000247748	243	266	314	458	202
ENSG00000132718	482	694	544	963	280
ENSG00000176897	579	571	719	563	775
ENSG00000137749	88	95	155	157	70
ENSG00000130410	459	364	248	608	538
ENSG00000228340	108	152	59	114	118
ENSG00000244279	335	322	411	154	213
ENSG00000207984	826	617	1763	942	999
ENSG00000157930	19	43	68	31	60
ENSG00000244693	145	68	49	27	38
ENSG00000228559	467	278	386	290	577
ENSG00000243014	74	85	90	54	109
ENSG00000144848	764	913	523	768	1050
ENSG00000176709	70	130	118	116	79
ENSG00000214833	86	69	68	78	87
ENSG00000123753	2	5	5	4	5
ENSG00000168048	58	93	50	90	66
ENSG00000129425	48	38	52	49	43
ENSG00000242245	177	220	190	148	337
ENSG00000136075	22	8	13	14	15
ENSG00000208300	55	42	43	44	29
ENSG00000189284	181	55	127	155	166
ENSG00000123542	8696	10197	10486	8493	10725
ENSG00000198082	518	305	254	306	452
ENSG00000181088	718	197	409	303	326
ENSG00000183439	103	204	76	90	52
ENSG00000111918	174	184	325	133	149
ENSG00000233450	124	60	98	85	47
ENSG00000246708	259	212	189	181	189
ENSG00000103476	5874	5469	4420	7840	4611
ENSG00000247856	33	50	67	55	45
ENSG00000212099	14	28	22	14	22
ENSG00000202973	9	12	11	9	14
ENSG00000146105	401	490	678	585	506
ENSG00000124905	112	65	43	94	46
ENSG00000207647	96	120	189	142	128
ENSG00000154288	4042	5156	2094	3643	3393
ENSG00000192472	16812	18410	18738	8983	16037
ENSG00000188060	589	325	461	361	457
ENSG00000217775	77	81	65	59	83
ENSG00000172685	2241	2331	3501	2457	2830
ENSG00000244291	360	179	121	187	119
ENSG00000109825	2504	2615	1122	2471	1290
ENSG00000243113	518	399	398	711	602
ENSG00000235531	66	40	46	49	62
ENSG00000114556	20	37	20	27	19
ENSG00000173181	253	128	169	235	206
ENSG00000220904	116	104	122	116	92
ENSG00000206166	1963	2211	2170	2826	2635
ENSG00000212891	63	36	31	60	110
ENSG00000127296	147	160	90	176	80
ENSG00000217150	9	10	9	10	18
ENSG00000128705	37	34	24	28	37
ENSG00000175881	150	405	401	426	336
ENSG00000226586	68	79	56	61	67
ENSG00000153210	301	544	610	519	557
ENSG00000118681	9	13	28	21	25
ENSG00000192183	100	101	174	111	73
ENSG00000223944	657	840	376	462	476
ENSG00000127872	2720	1503	1604	1942	2440
ENSG00000237928	28	60	52	61	52
ENSG00000223291	2	3	2	0	1
ENSG00000212148	2323	2536	2028	3964	1994
ENSG00000106641	668	315	456	601	385
ENSG00000195957	112	59	88	133	29
ENSG00000111888	7992	7337	4318	5514	7026
ENSG00000161095	195	207	316	196	212
ENSG00000133074	376	386	408	331	325
ENSG00000241535	75	56	76	95	56
ENSG00000185596	65	61	86	67	109
ENSG00000192291	69	58	23	51	54
ENSG00000185386	125	151	123	88	167
ENSG00000141890	1445	2023	1773	2155	1246
ENSG00000223394	1060	306	853	1156	694
ENSG00000117440	360	265	211	204	230
ENSG00000161516	1234	1170	790	1442	1239
ENSG00000170971	385	247	277	438	550
ENSG00000214174	30	31	34	24	25
ENSG00000108585	26	34	52	41	48
ENSG00000154969	1	0	1	0	0
ENSG00000122256	283	262	227	465	270
ENSG00000112270	464	609	791	1290	470
ENSG00000234611	277	433	212	231	135
ENSG00000100680	1319	1415	2200	804	3103
ENSG00000115415	726	1091	1403	1171	1822
ENSG00000177555	1813	1756	804	1878	939
ENSG00000183726	25	26	12	18	18
ENSG00000148541	162	188	227	82	144
ENSG00000218248	1362	879	901	809	973
ENSG00000152882	16	18	18	10	34
ENSG00000217738	25	27	40	21	25
ENSG00000159177	197	81	180	158	169
ENSG00000177585	117	145	97	91	91
ENSG00000202057	263	351	719	516	503
ENSG00000107501	3381	3336	1633	3522	1461
ENSG00000125984	624	940	865	518	424
ENSG00000115438	24	27	33	42	47
ENSG00000150171	1360	1214	2056	1533	942
ENSG00000224007	111	113	115	81	133
ENSG00000231358	1550	652	1042	718	814
ENSG00000211358	163	154	310	241	121
ENSG00000191381	1277	1459	1197	1093	1256
ENSG00000239719	17	27	29	7	22
ENSG00000245812	1338	1324	1772	689	1135
ENSG00000226028	18018	32315	25089	24936	20683
ENSG00000221515	164	233	246	375	330
ENSG00000126026	23	25	33	20	20
ENSG00000112694	18	16	38	29	19
ENSG00000179583	1102	2034	1433	1026	426
ENSG00000103890	154	141	120	235	221
ENSG00000210275	257	497	445	487	484
ENSG00000249511	159	256	309	259	254
ENSG00000100076	198	209	157	134	202
ENSG00000133480	12182	21792	18304	25082	24751
ENSG00000107798	3	2	0	1	0
ENSG00000178843	430	340	335	235	268
ENSG00000184168	989	535	1164	1083	1404
ENSG00000132784	361	150	195	114	261
ENSG00000147495	3	13	7	14	4
ENSG00000244284	183	244	171	142	235
ENSG00000173987	30	54	53	33	38
ENSG00000205037	185	72	67	100	106
ENSG00000159270	876	643	985	912	938
ENSG00000105789	86	37	30	27	27
ENSG00000154095	50	34	32	13	23
ENSG00000197173	2324	2333	1589	4305	2231
ENSG00000132348	75	50	59	37	37
ENSG00000138107	101	57	83	90	89
ENSG00000229393	758	1529	697	1504	1007
ENSG00000103434	73	19	41	37	26
ENSG00000227290	518	292	272	285	368
ENSG00000124021	38	31	35	34	33
ENSG00000231249	24	14	29	44	35
ENSG00000145118	21	9	22	15	15
ENSG00000168691	39	34	41	59	29
ENSG00000160376	11073	7812	14520	6856	13837
ENSG00000148882	361	184	422	340	217
ENSG00000197647	7	11	2	2	10
ENSG00000141095	14	28	10	14	11
ENSG00000188741	53	29	33	34	30
ENSG00000197659	256	270	199	454	410
ENSG00000206483	4	10	7	9	11
ENSG00000147230	777	581	927	594	1024
ENSG00000173512	19	8	13	16	12
ENSG00000218083	3	4	2	5	1
ENSG00000167821	57	27	65	26	62
ENSG00000246352	22	38	41	35	20
ENSG00000147603	7	1	5	1	2
ENSG00000171374	60	223	99	194	71
ENSG00000153265	62	53	66	79	38
ENSG00000222233	85	101	132	121	179
ENSG00000179454	59	36	62	52	58
ENSG00000111005	76	139	277	256	152
ENSG00000136788	2530	2230	2781	2200	3901
ENSG00000150254	18	24	10	18	16
ENSG00000185057	152	184	135	151	187
ENSG00000230187	96	49	94	53	81
ENSG00000248313	165	217	179	126	174
ENSG00000186549	339	237	332	285	422
ENSG00000167309	18	12	41	13	21
ENSG00000242165	673	633	1097	781	1099
ENSG00000177363	154	176	293	157	248
ENSG00000170969	43	35	33	35	39
ENSG00000150956	244	572	278	466	479
ENSG00000122152	18	15	11	20	11
ENSG00000169525	31396	47611	24106	26572	44436
ENSG00000201230	29	23	13	35	18
ENSG00000123731	2098	1327	1608	1273	1471
ENSG00000237084	270	253	209	209	201
ENSG00000179010	503	415	440	507	312
ENSG00000177914	372	667	390	421	380
ENSG00000127479	27	19	30	36	14
ENSG00000137629	25	18	19	16	9
ENSG00000248856	724	814	503	1149	703
ENSG00000102694	78	65	63	54	71
ENSG00000188208	53	44	22	37	20
ENSG00000207059	2429	2158	1765	2580	2741
ENSG00000233132	5226	5045	3830	4850	3617
ENSG00000157594	19	17	57	19	41
ENSG00000225435	1234	1833	1567	835	1213
ENSG00000151420	458	267	182	273	193
ENSG00000227914	58	75	25	64	21
ENSG00000143998	373	350	242	162	453
ENSG00000181362	1	1	1	1	1
ENSG00000220695	2021	3553	2452	1659	1965
ENSG00000246153	1607	1674	2021	1177	1736
ENSG00000243723	1253	869	690	925	859
ENSG00000167457	14	19	16	45	16
ENSG00000137742	224	318	435	366	232
ENSG00000233111	68	46	132	84	106
ENSG00000179160	38	11	14	9	26
ENSG00000226102	16	22	18	10	18
ENSG00000221231	116	40	85	40	97
ENSG00000238505	84	51	34	86	48
ENSG00000113335	5	4	6	12	5
ENSG00000103052	307	136	296	359	265
ENSG00000107211	374	249	189	132	150
ENSG00000149499	2106	1808	1579	2469	3300
ENSG00000136007	135	274	218	228	299
ENSG00000134242	606	810	1001	1562	1361
ENSG00000172853	1797	1752	2705	852	2073
ENSG00000136552	5	10	2	2	6
ENSG00000107612	963	531	1106	814	1383
ENSG00000106102	41	20	11	15	10
ENSG00000143622	407	779	507	755	507
ENSG00000183520	219	164	164	115	202
ENSG00000200230	28	15	15	22	14
ENSG00000170763	1598	1065	1582	1044	1416
ENSG00000217677	55	25	20	19	31
ENSG00000109008	35	43	19	17	31
ENSG00000151564	37	20	37	43	48
ENSG00000226996	0	0	0	1	4
ENSG00000232395	2060	1943	1664	1315	1183
ENSG00000233309	1380	1933	1931	1828	1541
ENSG00000243026	1521	907	851	959	845
ENSG00000167372	2143	1478	1421	2472	2861
ENSG00000151143	258	180	173	367	245
ENSG00000173700	99	138	144	99	164
ENSG00000206691	87	43	45	39	75
ENSG00000150834	2	0	1	0	3
ENSG00000234194	74	48	22	82	58
ENSG00000139106	11	13	12	10	19
ENSG00000105498	260	247	288	151	254
ENSG00000219299	78	96	85	90	77
ENSG00000133010	87	26	33	26	26
ENSG00000172846	5368	9950	9406	5455	11466
ENSG00000243292	3059	1881	1609	1320	2970
ENSG00000118427	27	15	7	5	10
ENSG00000165477	36	29	60	28	38
ENSG00000116977	22	13	12	20	22
ENSG00000111036	343	273	280	274	240
ENSG00000243318	2726	1997	1456	2349	2173
ENSG00000213299	145	84	236	213	215
ENSG00000121192	5904	1915	2037	1902	1137
ENSG00000150430	23	18	17	15	9
ENSG00000174243	47	37	46	38	37
ENSG00000226823	61	70	36	110	48
ENSG00000154574	4173	3008	3705	4185	5423
ENSG00000136276	715	403	929	760	682
