gene_id	N61311_untreated	N61311_dex	N052611_dex	N080611_dex	N61311R_dex
ENSG00000233226	281	441	507	215	414
ENSG00000102868	797	904	1131	1573	1088
ENSG00000125375	913	1036	990	1135	1123
ENSG00000159595	60	114	102	78	116
ENSG00000169993	181	189	77	149	206
ENSG00000215247	447	327	650	670	261
ENSG00000152759	152	249	253	156	182
ENSG00000193410	6907	6382	2221	6135	4885
ENSG00000189843	1703	1274	1492	1020	1741
ENSG00000141690	204	191	228	157	383
ENSG00000122531	1628	2254	1478	3083	1255
ENSG00000164228	151	303	247	117	249
ENSG00000182549	1167	268	691	615	631
ENSG00000229268	214	296	129	134	278
ENSG00000237114	143	72	113	94	92
ENSG00000123600	20	58	12	24	41
ENSG00000160127	43	28	70	81	42
ENSG00000161322	155	125	154	200	152
ENSG00000197805	278	449	299	440	671
ENSG00000149968	2	3	2	3	2
ENSG00000152814	72	106	94	98	62
ENSG00000169469	547	453	445	498	310
ENSG00000100192	64	61	182	115	93
ENSG00000107607	16	26	32	32	10
ENSG00000105268	14	14	38	41	27
ENSG00000225986	5359	3516	3935	6142	3230
ENSG00000154212	5	10	7	3	7
ENSG00000238338	97	136	102	83	93
ENSG00000226983	609	774	1030	847	726
ENSG00000108174	1	2	0	3	5
ENSG00000128988	346	321	652	398	551
ENSG00000107393	12	6	5	4	10
ENSG00000125183	981	1211	1248	1312	1286
ENSG00000167435	28730	41244	30313	36486	34217
ENSG00000159332	30	11	11	17	9
ENSG00000140601	128	116	188	93	149
ENSG00000122805	315	765	244	296	223
ENSG00000230841	65	62	43	42	123
ENSG00000173901	1071	693	370	514	637
ENSG00000157106	46	48	37	30	45
ENSG00000131421	34	57	62	54	86
ENSG00000100600	34	34	24	13	18
ENSG00000206047	154	90	208	114	160
ENSG00000137386	803	231	650	478	694
ENSG00000116297	1211	1105	901	1023	1246
ENSG00000213131	107	152	86	112	82
ENSG00000247630	27	24	18	15	16
ENSG00000185441	55	82	56	65	117
ENSG00000216037	51	29	67	108	49
ENSG00000239064	69	65	60	131	76
ENSG00000173083	398	538	683	536	568
ENSG00000165665	81	206	126	132	147
ENSG00000160276	191	122	176	248	153
ENSG00000132191	106	115	259	196	248
ENSG00000245792	249	149	88	134	131
ENSG00000102357	66	97	78	46	47
ENSG00000219732	613	833	905	629	601
ENSG00000248511	249	92	89	163	130
ENSG00000177679	49	127	167	180	125
ENSG00000124614	25	21	12	22	13
ENSG00000163731	31	48	35	22	32
ENSG00000134986	42	37	47	46	26
ENSG00000201123	1103	549	601	817	358
ENSG00000166358	5	9	8	6	4
ENSG00000159519	937	419	743	424	598
ENSG00000202544	381	123	212	153	169
ENSG00000133050	31	38	25	34	39
ENSG00000143705	44	17	40	19	13
ENSG00000140564	558	449	212	352	471
ENSG00000230036	315	169	309	220	255
ENSG00000215392	1	6	3	2	1
ENSG00000167434	25	38	31	27	16
ENSG00000164549	33	28	35	11	12
ENSG00000106736	310	69	192	188	178
ENSG00000185118	42	33	72	25	51
ENSG00000244295	640	398	486	326	177
ENSG00000114434	54	59	30	86	53
ENSG00000159034	91	85	102	121	49
ENSG00000192789	1373	685	2302	1123	1513
ENSG00000134461	151	71	54	167	87
ENSG00000225904	45	74	55	57	40
ENSG00000238265	147	178	132	161	110
ENSG00000224083	7	8	16	10	12
ENSG00000165165	5	1	6	5	6
ENSG00000175376	219	228	190	121	119
ENSG00000203966	35	41	35	54	50
ENSG00000153319	21	11	6	4	5
ENSG00000157036	881	756	774	648	880
ENSG00000210895	446	292	484	743	751
ENSG00000148748	182	256	308	264	376
ENSG00000126898	34	18	51	55	83
ENSG00000174637	106	117	66	114	79
ENSG00000229373	66	39	72	45	10
ENSG00000213483	757	911	1165	891	891
ENSG00000109171	13	6	9	5	5
ENSG00000234331	204	196	323	209	298
ENSG00000168130	212	166	89	227	80
ENSG00000223590	21	6	4	12	12
ENSG00000112932	785	726	421	413	279
ENSG00000190141	56	81	84	30	51
ENSG00000114704	6016	3604	4667	6930	5740
ENSG00000104927	1218	1381	1202	1229	1815
ENSG00000104820	180	87	136	148	48
ENSG00000249358	94	76	95	35	45
ENSG00000181586	46	59	37	39	30
ENSG00000149435	33	35	21	40	25
ENSG00000132722	268	303	185	295	226
ENSG00000215366	6	6	8	17	9
ENSG00000173451	1024	2066	451	815	1206
ENSG00000202952	433	349	409	306	304
ENSG00000164376	57	116	114	107	69
ENSG00000134158	1591	624	680	605	801
ENSG00000163064	31734	17669	10847	13810	13176
ENSG00000149680	318	247	176	328	223
ENSG00000213160	6180	3781	5059	3650	5733
ENSG00000247563	159	75	93	87	88
ENSG00000104839	92	58	29	36	20
ENSG00000136469	1482	434	1356	914	1072
ENSG00000196707	6	6	1	1	8
ENSG00000239349	729	773	982	1402	519
ENSG00000130368	175	119	114	203	70
ENSG00000108984	68	75	55	35	51
ENSG00000183128	125	197	175	128	158
ENSG00000179481	114	152	128	127	146
ENSG00000103856	2740	2792	2583	1821	1972
ENSG00000105340	1052	666	818	1302	812
ENSG00000200239	316	217	171	177	94
ENSG00000127089	120	95	62	67	101
ENSG00000133288	10	38	18	22	14
ENSG00000166929	233	251	194	256	379
ENSG00000150848	1	0	0	0	2
ENSG00000110242	674	1124	741	1095	997
ENSG00000221171	159	156	109	148	59
ENSG00000209381	1	4	4	5	7
ENSG00000106174	570	436	354	604	520
ENSG00000138904	19	19	42	14	21
ENSG00000147662	53	73	78	81	28
ENSG00000137056	3	7	1	6	9
ENSG00000156123	57	57	21	52	32
ENSG00000134338	200	407	154	202	143
ENSG00000187573	86	93	118	167	110
ENSG00000171302	422	271	296	306	208
ENSG00000135784	54	35	46	21	37
ENSG00000232199	369	276	548	322	336
ENSG00000154649	11	14	9	4	6
ENSG00000100717	41	27	26	103	51
ENSG00000100657	2	0	2	2	3
ENSG00000223747	107	60	35	87	83
ENSG00000150465	35	51	66	61	38
ENSG00000157363	209	73	97	105	62
ENSG00000236502	424	399	509	413	263
ENSG00000202066	1122	1665	1115	1766	2176
ENSG00000142176	17	14	10	13	16
ENSG00000147773	82	44	72	47	141
ENSG00000211508	3	2	0	4	0
ENSG00000112164	5763	6037	10593	5561	4039
ENSG00000207131	2281	1954	1715	2587	2848
ENSG00000219500	358	478	461	177	332
ENSG00000127983	1566	1251	2688	732	1845
ENSG00000242983	1020	739	327	675	855
ENSG00000137048	31	39	55	63	66
ENSG00000231327	534	448	539	688	456
ENSG00000122441	1461	1763	2032	893	2175
ENSG00000196112	860	605	783	829	595
ENSG00000181168	155	172	107	126	129
ENSG00000183212	58	102	34	90	28
ENSG00000185661	15965	20947	16806	21892	25139
ENSG00000159354	347	246	152	293	165
ENSG00000136808	1946	582	561	415	670
ENSG00000248603	18	7	10	7	3
ENSG00000201559	496	425	294	395	532
ENSG00000248335	220	105	316	243	157
ENSG00000239560	30	25	28	22	27
ENSG00000246490	2381	2317	1548	2910	1265
ENSG00000193084	253	93	118	80	126
ENSG00000182151	379	994	324	440	589
ENSG00000176310	356	411	446	378	344
ENSG00000139606	30	23	39	48	25
ENSG00000162499	440	212	331	306	229
ENSG00000208213	1809	3832	2631	1722	1154
ENSG00000132381	20	32	11	18	10
ENSG00000234268	23	12	25	14	16
ENSG00000159213	23	23	16	25	25
ENSG00000175532	758	592	263	595	595
ENSG00000130973	48	49	130	91	80
ENSG00000210754	242	171	268	304	257
ENSG00000162489	1613	2332	1677	1281	570
ENSG00000248866	18	22	23	11	23
ENSG00000139035	3733	2745	2235	1493	2848
ENSG00000171336	168	209	183	215	246
ENSG00000219279	263	155	197	64	82
ENSG00000219895	1835	2815	2327	4424	1069
ENSG00000234076	448	241	416	226	455
ENSG00000180655	11	18	12	19	15
ENSG00000106491	266	183	131	145	198
ENSG00000135341	22	28	44	18	55
ENSG00000208762	314	292	300	105	257
ENSG00000111801	64	69	63	45	85
ENSG00000216701	36	140	15	76	50
ENSG00000110851	791	1426	1128	1271	1303
ENSG00000177869	4	5	8	3	6
ENSG00000203044	260	330	225	278	218
ENSG00000210024	36	103	48	65	69
ENSG00000113366	206	208	428	199	240
ENSG00000151240	1	2	2	2	0
ENSG00000186999	20	28	28	16	38
ENSG00000197564	49	60	101	74	74
ENSG00000145619	4269	5042	4053	2470	2810
ENSG00000232791	21	21	11	10	10
ENSG00000247313	18	5	17	21	10
ENSG00000202134	117	136	100	84	77
ENSG00000180223	365	239	111	321	459
ENSG00000100391	47	31	57	20	38
ENSG00000233372	81	234	187	203	180
ENSG00000132730	8	7	1	4	7
ENSG00000120167	3328	2687	1749	4540	4239
ENSG00000240530	114	113	45	39	50
ENSG00000167726	220	247	338	148	355
ENSG00000225909	25824	42565	19963	24574	26319
ENSG00000178535	29	62	21	36	41
ENSG00000237193	17	17	16	6	8
ENSG00000136897	36	19	16	28	9
ENSG00000124699	6366	1859	4210	3591	6087
ENSG00000152085	132	77	104	85	106
ENSG00000149377	38	27	37	25	56
ENSG00000168294	189	108	95	90	136
ENSG00000184187	85	148	115	78	115
ENSG00000141255	1526	1406	1754	1630	1773
ENSG00000183155	720	657	714	214	896
ENSG00000135587	853	424	294	425	283
ENSG00000157068	392	429	183	655	300
ENSG00000165526	32	54	27	22	26
ENSG00000196167	23	7	6	6	11
ENSG00000233477	412	225	237	404	422
ENSG00000138322	388	402	466	544	454
ENSG00000191204	178	221	183	216	147
ENSG00000220609	290	245	209	185	199
ENSG00000171871	534	496	339	510	502
ENSG00000121602	14	6	15	16	19
ENSG00000184576	80	104	65	43	64
ENSG00000171553	23	18	18	13	35
ENSG00000213887	7	3	0	4	2
ENSG00000216375	527	238	871	467	431
ENSG00000236478	87	44	70	52	66
ENSG00000142776	360	378	436	357	395
ENSG00000128987	542	604	468	286	784
ENSG00000247361	26	32	30	22	28
ENSG00000200919	10686	4592	3959	2522	2473
ENSG00000219761	702	198	324	286	267
ENSG00000111645	1043	1171	1030	1104	1335
ENSG00000157377	4264	4443	5131	3330	5987
ENSG00000200375	39	52	43	62	54
ENSG00000164381	48	46	53	53	35
ENSG00000240550	224	167	191	147	151
ENSG00000154381	1456	1608	1635	449	1134
ENSG00000136203	1745	1152	1515	2362	1457
ENSG00000163327	3	1	1	4	6
ENSG00000189346	2671	2727	4407	1981	3344
ENSG00000162944	36	38	62	99	84
ENSG00000142299	388	331	543	268	404
ENSG00000133739	8	11	9	6	1
ENSG00000114026	27	24	27	22	10
ENSG00000226437	263	742	444	383	343
ENSG00000177191	1	3	1	0	4
ENSG00000222534	486	530	515	1054	720
ENSG00000203857	31	46	38	14	38
ENSG00000218823	543	295	265	330	315
ENSG00000243772	170	161	238	187	140
ENSG00000154157	32	63	28	49	43
ENSG00000138409	1146	2329	1864	1252	4134
ENSG00000155125	23215	11715	13895	11862	8455
ENSG00000113116	482	511	455	361	384
ENSG00000212833	6	6	3	4	7
ENSG00000195379	139	172	151	160	229
ENSG00000223412	85	29	102	73	88
ENSG00000169948	534	1361	598	1130	977
ENSG00000182940	299	115	150	167	130
ENSG00000149023	12869	14797	9108	10308	9497
ENSG00000200288	797	483	231	623	409
ENSG00000127652	407	456	551	211	625
ENSG00000245266	49	82	60	136	71
ENSG00000115391	12	29	23	12	38
ENSG00000235212	135	87	127	136	118
ENSG00000150588	102	122	326	207	232
ENSG00000178021	253	378	331	406	258
ENSG00000209343	87	170	250	174	222
ENSG00000156766	134	111	102	70	55
ENSG00000157554	142	127	172	187	157
ENSG00000243938	91	62	55	31	51
ENSG00000128621	10	23	8	23	20
ENSG00000101587	24	30	16	10	46
ENSG00000125745	461	362	391	395	420
ENSG00000223115	571	752	391	671	745
ENSG00000119431	97	77	92	112	78
ENSG00000187455	114	74	117	129	84
ENSG00000153023	524	375	319	642	412
ENSG00000225625	108	151	98	83	205
ENSG00000144372	60534	59636	54740	81698	36395
ENSG00000138469	240	188	159	180	199
ENSG00000175745	99	49	45	46	31
ENSG00000153251	9	5	1	2	3
ENSG00000108907	136	189	252	294	143
ENSG00000134101	1708	1332	840	1533	1212
ENSG00000201359	189	79	131	141	215
ENSG00000147207	852	2850	1107	2030	1167
ENSG00000130593	115	28	38	52	35
ENSG00000243319	128	117	174	94	109
ENSG00000138188	152	132	135	103	72
ENSG00000211070	33	28	38	24	36
ENSG00000168574	7	6	10	7	13
ENSG00000205927	25	20	24	31	30
ENSG00000110588	3	3	2	7	3
ENSG00000241358	778	449	466	777	718
ENSG00000225132	152	134	94	132	164
ENSG00000106525	81	68	112	137	100
ENSG00000164548	69	19	57	38	54
ENSG00000102742	1059	545	751	1415	879
ENSG00000244080	27	34	52	25	36
ENSG00000212304	3695	5654	4487	6667	4891
ENSG00000153677	1327	1007	1257	714	1905
ENSG00000146591	48	51	17	26	17
ENSG00000208932	101	91	132	92	101
ENSG00000216297	540	855	707	601	257
ENSG00000149340	1610	1757	1440	1286	1559
ENSG00000207338	48	15	52	36	21
ENSG00000246501	52	67	44	29	48
ENSG00000151697	21168	19140	23994	21975	20971
ENSG00000237920	630	1204	653	770	602
ENSG00000205040	710	564	1231	411	701
ENSG00000148546	6551	8761	6288	7848	7122
ENSG00000246631	160	523	245	435	370
ENSG00000137646	54	55	45	71	33
ENSG00000155812	4	10	8	6	4
ENSG00000133018	795	1249	547	900	1049
ENSG00000234940	19	10	22	13	16
ENSG00000184217	418	459	321	502	374
ENSG00000151259	3	1	7	1	2
ENSG00000122110	42	44	28	59	52
ENSG00000161926	166	243	136	128	74
ENSG00000209551	3	17	11	11	14
ENSG00000164911	60	37	31	41	39
ENSG00000235399	31	28	36	17	18
ENSG00000211374	126	258	95	83	252
ENSG00000145843	12	4	9	16	29
ENSG00000156138	122	57	84	74	67
ENSG00000232991	1538	1838	3214	2279	2645
ENSG00000235226	2212	3313	2553	2953	1633
ENSG00000236595	6470	8243	6413	5812	3929
ENSG00000208928	263	212	303	393	157
ENSG00000180693	80	103	46	86	66
ENSG00000231244	454	335	470	314	173
ENSG00000151800	1001	821	487	904	372
ENSG00000203079	336	285	186	266	182
ENSG00000148013	2598	2373	2131	4820	2594
ENSG00000225371	45	42	56	54	28
ENSG00000205900	88	93	77	139	102
ENSG00000242065	2	19	6	1	7
ENSG00000161799	59	101	52	86	101
ENSG00000113231	3411	1169	2194	2484	407
ENSG00000106689	126	138	209	163	167
ENSG00000242685	717	812	432	1061	626
ENSG00000115013	372	326	246	379	272
ENSG00000149064	1319	1046	759	758	1639
ENSG00000207554	46	13	51	19	12
ENSG00000214918	406	580	570	336	404
ENSG00000147371	551	536	416	742	608
ENSG00000150323	1076	1598	648	846	1504
ENSG00000223598	1470	2363	1282	2351	3369
ENSG00000155143	56	57	46	43	50
ENSG00000136239	9	8	6	9	7
ENSG00000195068	19	14	41	17	52
ENSG00000139245	1662	3872	2266	1684	2042
ENSG00000130651	3	24	9	20	23
ENSG00000246681	13	18	11	5	12
ENSG00000113876	6	9	7	19	13
ENSG00000137659	14	5	9	13	10
ENSG00000129178	870	965	307	1076	531
ENSG00000114298	17	44	25	47	40
ENSG00000249470	83	41	53	25	24
ENSG00000132069	1847	1591	1561	1631	1284
ENSG00000183532	961	724	793	1028	482
ENSG00000160951	2926	910	464	539	1031
ENSG00000224140	27	17	29	33	20
ENSG00000163701	3	7	4	4	5
ENSG00000182906	461	205	301	190	322
ENSG00000239314	3682	3617	2582	7803	5683
ENSG00000196468	38	72	107	54	42
ENSG00000180321	147	138	85	82	68
ENSG00000175866	2	1	2	0	1
ENSG00000103250	3600	3122	8261	5358	4178
ENSG00000185048	80	109	68	65	118
ENSG00000125857	2	6	4	4	9
ENSG00000224366	186	147	164	86	85
ENSG00000177851	39	58	35	61	47
ENSG00000127594	741	863	441	645	545
ENSG00000148354	6146	6230	8524	11945	18546
ENSG00000218118	19	35	37	39	30
ENSG00000209554	178	123	158	284	271
ENSG00000164325	69	83	39	82	92
ENSG00000147161	44	35	30	52	45
ENSG00000158797	273	322	343	446	420
ENSG00000185200	2700	2059	2778	3730	2471
ENSG00000138453	331	319	203	275	297
ENSG00000207322	228	89	45	49	66
ENSG00000186186	436	334	538	385	395
ENSG00000165935	528	217	234	257	346
ENSG00000240806	348	844	1003	1019	797
ENSG00000246160	54	64	89	24	39
ENSG00000205591	203	159	214	138	114
ENSG00000240647	9049	1913	3133	4203	2536
ENSG00000167895	98	225	67	171	260
ENSG00000233205	521	955	1670	1407	856
ENSG00000122482	126	87	210	96	175
ENSG00000124581	76	179	220	179	86
ENSG00000237486	47	36	36	18	27
ENSG00000193504	46515	57425	52782	70558	21459
ENSG00000145039	2542	1620	1504	2288	1570
ENSG00000192400	2233	1480	857	1720	1609
ENSG00000177320	1941	2231	1465	1617	2354
ENSG00000110443	19	7	14	32	27
ENSG00000113182	22	49	53	13	29
ENSG00000119505	81	62	114	77	66
ENSG00000184760	4	2	1	4	8
ENSG00000151208	36	17	13	15	31
ENSG00000193824	751	477	770	1413	1144
ENSG00000217077	2	4	4	0	0
ENSG00000177847	23	47	21	16	21
ENSG00000248969	183	82	104	169	103
ENSG00000146929	80	106	123	107	157
ENSG00000204335	196	168	137	221	116
ENSG00000221587	25	29	16	18	26
ENSG00000237013	583	457	1728	1106	753
ENSG00000188872	1	2	0	1	0
ENSG00000170363	433	363	156	215	260
ENSG00000157506	10	3	5	1	7
ENSG00000234558	22	29	22	30	63
ENSG00000134947	346	182	114	99	119
ENSG00000123321	3127	5430	3559	4906	3019
ENSG00000133390	17	9	36	21	11
ENSG00000110630	7	9	6	9	8
ENSG00000192709	1052	633	1398	879	764
ENSG00000119809	232	116	88	101	143
ENSG00000244235	303	160	104	129	92
ENSG00000122927	298	494	421	589	206
ENSG00000120594	1600	884	1219	1429	986
ENSG00000212652	197	183	216	248	298
ENSG00000105671	2	5	3	1	2
ENSG00000183827	81	93	96	148	56
ENSG00000223443	158	164	107	118	142
ENSG00000213869	4	10	11	24	10
ENSG00000138839	14	13	18	20	22
ENSG00000150233	600	532	1010	505	411
ENSG00000140544	229	107	255	270	347
ENSG00000161692	23	24	18	20	26
ENSG00000120559	499	272	324	628	141
ENSG00000100462	214	198	227	215	295
ENSG00000190239	4	17	10	13	10
ENSG00000246083	126	90	103	71	82
ENSG00000212120	5	4	14	7	11
ENSG00000185277	30	25	25	15	23
ENSG00000152696	425	217	217	152	159
ENSG00000190112	17	10	9	15	18
ENSG00000248385	11	11	13	11	14
ENSG00000210441	314	295	225	504	381
ENSG00000149897	17	16	12	23	20
ENSG00000220556	120	53	128	99	97
ENSG00000116016	78	105	80	41	54
ENSG00000145306	88	86	100	86	100
ENSG00000124905	237	389	291	330	443
ENSG00000206932	77	81	89	45	72
ENSG00000217929	26	55	28	21	33
ENSG00000140062	41	58	60	86	57
ENSG00000209531	1763	1683	1463	1301	1809
ENSG00000131674	575	896	590	547	837
ENSG00000167570	164	165	131	148	120
ENSG00000225872	1330	1143	1185	986	1777
ENSG00000207915	1319	717	447	460	545
ENSG00000171504	22	12	16	15	30
ENSG00000140719	1937	2635	1590	2807	5529
ENSG00000232747	80737	25180	40985	29844	68359
ENSG00000123838	342	252	192	545	272
ENSG00000133231	18	6	10	5	6
ENSG00000122597	2404	3150	4516	4009	1967
ENSG00000226586	630	477	767	421	782
ENSG00000105175	125	159	88	136	80
ENSG00000222884	3	2	2	4	11
ENSG00000165636	137	207	83	175	108
ENSG00000183608	87	81	53	53	111
ENSG00000128677	216	63	60	71	100
ENSG00000156851	97	15	83	35	54
ENSG00000167162	1168	759	731	824	1524
ENSG00000242069	61	91	56	44	41
ENSG00000153271	333	279	272	185	371
ENSG00000222162	4	2	2	1	2
ENSG00000129422	18	31	19	14	31
ENSG00000145726	124	185	181	144	181
ENSG00000100697	22	29	29	17	11
ENSG00000117298	96	168	151	89	100
ENSG00000234203	124	118	134	83	116
ENSG00000152980	501	263	254	285	201
ENSG00000136101	107	103	91	133	60
ENSG00000161095	430	388	456	476	481
ENSG00000127350	14	6	7	9	4
ENSG00000150678	65	37	47	39	64
ENSG00000184563	4331	1976	2520	2842	4390
ENSG00000163864	143	71	64	53	73
ENSG00000229802	2538	3669	5354	2847	1418
ENSG00000244681	167	389	228	177	296
ENSG00000136011	70	84	51	137	117
ENSG00000170971	242	137	191	157	127
ENSG00000229372	3824	3041	3262	4543	3394
ENSG00000249329	167	51	92	65	64
ENSG00000122065	17	29	10	9	19
ENSG00000154969	315	502	284	207	277
ENSG00000166631	633	299	456	698	447
ENSG00000182919	878	1218	609	1108	971
ENSG00000234611	1	4	5	10	4
ENSG00000244264	242	450	198	394	246
ENSG00000185327	172	156	160	122	209
ENSG00000236162	110	103	115	85	33
ENSG00000115315	28	69	49	53	41
ENSG00000224858	193	438	302	396	518
ENSG00000243066	104	96	157	70	137
ENSG00000211363	114	111	131	173	117
ENSG00000197112	7349	5828	6921	15749	10538
ENSG00000183726	146	159	208	146	186
ENSG00000242897	13	10	8	15	23
ENSG00000148541	34	27	36	27	15
ENSG00000147344	33	46	44	61	42
ENSG00000218745	4	8	2	2	2
ENSG00000167822	1735	880	2019	1312	757
ENSG00000117010	6930	3906	5930	6187	4427
ENSG00000150486	91	34	33	54	64
ENSG00000196116	1090	650	1164	1100	1204
ENSG00000111476	45	24	28	43	40
ENSG00000125984	26	67	35	35	39
ENSG00000114628	6	3	10	5	4
ENSG00000231358	186	58	106	93	192
ENSG00000100157	1582	1585	911	2215	886
ENSG00000224585	1589	1450	1082	1057	2483
ENSG00000194349	590	328	315	349	486
ENSG00000166473	105	105	59	100	39
ENSG00000182823	1995	2272	2092	2067	1206
ENSG00000154762	4707	6231	2657	3345	5768
ENSG00000208446	46	35	12	19	26
ENSG00000126026	258	273	194	432	223
ENSG00000132361	205	129	137	128	126
ENSG00000186755	37	62	31	32	38
ENSG00000249664	12	14	7	12	26
ENSG00000109622	14	24	29	32	41
ENSG00000103890	209	164	181	197	236
ENSG00000196324	279	171	264	166	217
ENSG00000100076	253	358	231	175	175
ENSG00000133480	1974	2567	1062	2060	2342
ENSG00000233844	99	35	40	42	17
ENSG00000216322	16	12	10	11	12
ENSG00000168133	17	4	26	19	14
ENSG00000114064	259	409	271	289	348
ENSG00000176300	45	24	53	43	44
ENSG00000103511	8	4	3	5	5
ENSG00000162572	1192	1428	1218	1098	987
ENSG00000170361	3843	1584	2616	2767	1367
ENSG00000193488	116	313	176	85	116
ENSG00000142336	544	550	440	592	428
ENSG00000117099	7	9	16	7	15
ENSG00000124786	11	8	10	4	8
ENSG00000189610	135	233	273	182	185
ENSG00000115557	195	231	251	265	205
ENSG00000159553	108	104	141	96	53
ENSG00000165639	82	93	155	106	58
ENSG00000159153	34	15	37	28	60
ENSG00000180739	1519	2721	3383	3165	3761
ENSG00000141489	26	20	28	26	37
ENSG00000120506	294	153	63	64	176
ENSG00000211111	1581	728	826	623	934
ENSG00000124021	16	15	18	16	16
ENSG00000207268	199	106	121	287	277
ENSG00000209258	114	113	107	93	65
ENSG00000210912	281	525	511	264	341
ENSG00000245922	0	3	1	0	0
ENSG00000182241	60	54	66	44	88
ENSG00000190844	25	31	34	24	14
ENSG00000188741	1989	826	1905	2211	1406
ENSG00000211591	111	153	177	157	240
ENSG00000224230	119	50	37	47	61
ENSG00000209785	957	883	1111	551	428
ENSG00000178742	546	427	898	297	201
ENSG00000190033	1317	1017	709	1397	790
ENSG00000241139	755	1039	1191	1157	1207
ENSG00000118607	534	256	764	708	588
ENSG00000164349	108	37	40	47	32
ENSG00000179454	322	234	68	226	286
ENSG00000141792	158	454	260	303	468
ENSG00000143857	277	293	241	322	432
ENSG00000136253	155	148	157	174	261
ENSG00000149329	154	167	230	91	326
ENSG00000191493	58	99	53	49	41
ENSG00000157011	162	167	74	151	121
ENSG00000114870	31	24	20	13	6
ENSG00000117872	29	12	33	12	20
ENSG00000106393	691	756	391	516	569
ENSG00000214410	148	131	53	46	33
ENSG00000104467	119	262	171	350	139
ENSG00000155553	46	73	54	51	71
ENSG00000191376	7	4	2	5	5
ENSG00000160766	54	72	53	76	81
ENSG00000187213	3182	4397	2960	4453	4846
ENSG00000248826	161	66	66	107	175
ENSG00000149249	27	45	45	32	50
ENSG00000169320	425	529	620	383	718
ENSG00000174559	41	33	83	61	77
ENSG00000228336	30	43	39	54	41
ENSG00000165890	5	7	14	8	5
ENSG00000230249	6	8	4	2	7
ENSG00000208768	547	234	319	284	255
ENSG00000122216	163	145	162	248	184
ENSG00000212495	352	163	265	219	119
ENSG00000177914	547	551	696	519	949
ENSG00000127479	137	74	66	66	118
ENSG00000244897	110	118	79	175	156
ENSG00000127054	33	19	23	27	26
ENSG00000118829	9	31	31	27	25
ENSG00000217871	17	41	6	19	26
ENSG00000121326	914	510	1128	636	1408
ENSG00000215213	1494	720	331	699	711
ENSG00000248763	25	24	14	16	13
ENSG00000132111	51	92	56	61	93
ENSG00000181362	145	254	110	161	216
ENSG00000243723	15	19	11	14	18
ENSG00000137742	844	425	701	480	392
ENSG00000202058	22	15	28	25	40
ENSG00000134251	78	28	42	37	54
ENSG00000192068	38	64	72	85	93
ENSG00000104644	4	0	4	6	2
ENSG00000101374	3	4	2	7	1
ENSG00000171663	26	39	17	15	18
ENSG00000136656	1342	1510	1190	1047	1412
ENSG00000210467	257	632	659	309	784
ENSG00000116498	307	281	399	396	304
ENSG00000233349	61	32	33	41	46
ENSG00000215486	36	65	61	41	60
ENSG00000143622	184	91	205	182	69
ENSG00000209817	474	182	217	149	125
ENSG00000169869	5	5	7	11	8
ENSG00000217013	20	38	18	22	35
ENSG00000139670	28	37	33	18	44
ENSG00000199781	2001	2970	3585	2053	2022
ENSG00000151564	76	17	51	40	58
ENSG00000147921	28	19	18	14	25
ENSG00000246230	677	1095	897	621	313
ENSG00000144859	37	60	62	40	86
ENSG00000130021	1079	673	1358	771	563
ENSG00000109983	9	23	19	24	27
ENSG00000173864	3936	9688	8289	7303	6416
ENSG00000132626	183	53	75	136	153
ENSG00000248296	175	175	246	161	79
ENSG00000120339	123	54	104	72	72
ENSG00000194884	107	159	126	140	56
ENSG00000199866	103	172	162	152	243
ENSG00000178903	94	55	47	63	41
ENSG00000192483	1822	2245	2669	1757	1767
ENSG00000115153	2	1	6	1	0
ENSG00000227903	10	14	10	13	25
ENSG00000243292	117	49	74	59	62
ENSG00000215637	82	70	84	140	116
ENSG00000211573	1614	2696	1948	4011	1620
ENSG00000142880	576	316	639	570	568
ENSG00000216354	209	167	61	286	164
ENSG00000176641	18	24	20	27	23
ENSG00000246096	7804	11976	7831	6069	5617
ENSG00000189061	1078	906	628	434	905
ENSG00000121192	12676	23097	20763	29318	18431
ENSG00000238024	7	6	6	16	6
ENSG00000159317	7804	4361	5953	5936	3125
ENSG00000176947	91	124	239	128	134
ENSG00000214412	27	21	29	49	22
ENSG00000150382	236	214	489	395	270
ENSG00000182798	202	170	124	185	117
ENSG00000174887	68	80	79	70	92
ENSG00000169507	7	7	6	4	8
ENSG00000149687	76	19	38	37	70
ENSG00000214773	9	20	7	7	27
ENSG00000122881	233	216	111	111	94
ENSG00000227590	7	7	10	4	14
ENSG00000225437	249	303	269	182	168
ENSG00000219171	46	48	75	100	63
ENSG00000177516	1259	723	886	1040	785
ENSG00000119111	17	17	12	37	19
ENSG00000164284	15	23	20	13	11
ENSG00000187494	6	7	10	13	8
ENSG00000159734	228	184	303	335	179
ENSG00000241279	32768	39909	51392	49028	52934
ENSG00000119987	14	11	9	7	10
ENSG00000170678	31	46	50	48	43
ENSG00000236196	3859	1613	4000	4754	2179
ENSG00000137014	654	375	868	389	458
ENSG00000177916	1553	1436	4018	1798	2114
ENSG00000205853	292	278	229	201	289
ENSG00000128784	306	273	339	154	264
ENSG00000180502	122	150	235	153	168
ENSG00000203996	20	15	19	9	17
ENSG00000166594	269	297	241	248	192
ENSG00000117930	16	15	20	18	20
ENSG00000190374	470	522	442	341	513
ENSG00000222301	0	2	2	2	0
