	SRR6200001	SRR6200002	SRR6200003	SRR6200004	SRR6200005	SRR6200006	SRR6200007	SRR6200008	SRR6200009	SRR6200010	SRR6200011	SRR6200012
ENSG00000113070	497	468	463	514	511	306	408	553	580	796	476	833
ENSG00000171800	222	184	183	187	120	184	308	222	170	154	115	172
ENSG00000108940	2	0	1	2	0	0	0	2	0	0	3	1
ENSG00000228300	479	299	391	820	325	312	477	392	264	487	279	302
ENSG00000120491	16	28	34	18	27	26	19	8	26	29	21	22
ENSG00000180967	52	43	56	40	76	85	91	68	63	86	54	38
ENSG00000228360	80	48	76	64	84	56	62	94	77	65	70	38
ENSG00000226833	82	97	70	48	61	104	54	95	87	40	44	48
ENSG00000100381	4	1	5	3	24	23	11	20	10	18	5	9
ENSG00000182097	2	4	1	4	1	3	4	2	3	5	5	3
ENSG00000187124	71	121	145	159	142	132	90	156	104	175	209	181
ENSG00000197897	168	143	193	187	866	419	811	567	210	258	189	505
ENSG00000114882	339	403	240	349	211	239	388	285	285	253	222	286
ENSG00000161801	24	8	13	7	16	17	9	7	8	12	14	7
ENSG00000249260	104	98	70	126	163	88	79	93	102	110	87	89
ENSG00000189173	853	397	610	1140	807	1211	583	608	1002	650	757	424
ENSG00000189768	59	79	104	25	71	95	52	46	38	96	93	75
ENSG00000100132	104	47	48	59	55	43	46	38	56	47	71	33
ENSG00000137674	12177	7622	10328	11087	14437	5496	10766	9644	4193	7895	6596	10205
ENSG00000127888	12	0	6	14	5	2	5	5	4	5	8	3
ENSG00000190309	29	52	39	47	38	29	28	43	32	36	31	25
ENSG00000231555	31	18	13	17	9	13	23	20	17	17	29	22
ENSG00000116989	34	31	67	19	14	48	64	73	40	48	26	74
ENSG00000117420	49887	70770	94885	70169	37872	38626	41594	91520	39814	71683	42044	88712
ENSG00000211335	31	17	31	20	48	23	20	26	15	18	23	23
ENSG00000167546	121	98	99	102	93	114	93	139	114	90	127	69
ENSG00000193286	41	54	69	14	56	47	63	55	67	29	81	42
ENSG00000232594	29	31	33	32	20	37	55	58	47	35	48	48
ENSG00000181887	1072	1397	741	753	885	741	1623	884	974	779	1138	558
ENSG00000162598	71	65	55	100	51	46	99	74	60	91	32	56
ENSG00000160904	1612	1186	1738	1181	2038	1684	1679	1539	2326	1228	1159	1020
ENSG00000148084	3572	1681	2184	2879	2526	2518	2967	2567	2478	1970	4031	4964
ENSG00000147762	47	31	70	107	72	108	102	85	43	66	93	60
ENSG00000204074	2419	2690	3899	3624	1653	4581	4363	2369	3290	2664	2385	4445
ENSG00000178147	25	18	12	17	21	4	10	20	10	14	12	15
ENSG00000160467	201	378	349	235	342	444	350	409	266	342	411	613
ENSG00000220714	741	1364	1357	2394	2095	1792	1187	510	2091	1002	2120	1539
ENSG00000118528	26	17	35	33	15	14	17	18	23	44	23	36
ENSG00000104039	154	85	258	128	245	250	85	191	166	142	173	231
ENSG00000219635	255	499	718	457	448	334	228	465	383	422	525	576
ENSG00000131830	939	684	263	581	854	609	643	485	358	775	703	756
ENSG00000151288	238	332	345	333	255	307	391	280	574	510	158	324
ENSG00000161947	9894	11115	6065	7878	7837	4515	6333	12922	6487	9828	10680	15976
ENSG00000180711	134	105	132	137	133	139	173	98	77	199	131	160
ENSG00000243190	2441	2154	1673	2108	3135	1535	1947	1626	1749	1986	1728	1614
ENSG00000222775	17592	9336	16276	17889	39200	50157	79071	34087	15909	18217	28409	22710
ENSG00000107935	43	51	56	50	65	52	44	72	58	42	75	49
ENSG00000233736	54	151	75	112	91	96	83	88	98	104	84	100
ENSG00000229740	14	26	20	24	20	22	30	22	31	28	32	17
ENSG00000185206	887	943	755	748	502	1037	334	1571	650	720	1064	752
ENSG00000226121	3904	2564	1761	3665	3188	4028	2996	2250	4379	2415	2255	2975
ENSG00000106677	4	6	9	5	2	6	3	8	9	4	6	6
ENSG00000215640	17	43	27	50	32	30	29	17	9	30	20	33
ENSG00000173984	68	71	69	45	77	51	40	59	44	33	72	46
ENSG00000132936	31574	10728	10198	17488	18809	21625	16108	12229	22266	16092	22687	17570
ENSG00000149547	74	66	111	99	59	108	60	42	82	106	84	103
ENSG00000172353	411	445	511	316	314	394	383	445	388	280	261	318
ENSG00000232087	13	12	29	16	18	13	34	11	19	14	13	16
ENSG00000161424	995	681	928	1203	909	1466	873	591	1439	775	799	1305
ENSG00000168057	19	25	34	16	24	24	25	18	20	25	27	21
ENSG00000197858	340	79	130	200	244	250	128	106	92	82	146	100
ENSG00000163840	36	18	31	19	26	13	25	29	18	12	30	17
ENSG00000179632	145	82	164	177	151	101	91	165	142	191	227	88
ENSG00000174473	84	80	67	120	88	119	169	185	127	95	95	133
ENSG00000238178	620	215	198	295	199	199	299	341	292	252	192	358
ENSG00000229173	237	493	358	519	303	184	325	296	289	252	248	314
ENSG00000201029	4387	3835	5303	8239	26705	25521	16738	31229	8401	13262	14025	20910
ENSG00000106999	89	49	55	20	32	27	53	50	24	41	49	26
ENSG00000220631	2335	3278	2489	2491	9295	22199	13138	13412	5373	8048	5815	5883
ENSG00000102816	303	445	368	400	326	479	268	306	432	280	476	720
ENSG00000130398	128	99	72	147	157	154	147	136	63	50	87	110
ENSG00000227632	439	430	360	419	364	282	381	192	436	652	274	292
ENSG00000187859	283	371	188	297	321	248	507	291	435	273	379	458
ENSG00000187155	2040	574	854	348	1262	802	1162	622	866	1422	728	911
ENSG00000197797	1500	770	1694	818	1283	369	1575	511	1083	916	1072	1289
ENSG00000207123	632	744	615	913	1715	3744	2476	3169	1689	792	1318	1054
ENSG00000226175	361	195	493	326	275	255	299	302	356	366	218	310
ENSG00000186319	4	7	4	10	8	8	10	6	17	10	10	14
ENSG00000150344	1128	778	1419	1140	1084	741	1446	1181	858	2013	2048	774
ENSG00000244539	1699	2357	1112	1828	1430	1617	1299	2354	1170	1137	1657	1486
ENSG00000174060	380	309	338	304	284	379	565	242	650	677	597	437
ENSG00000103437	390	557	408	199	581	456	404	395	313	310	223	356
ENSG00000231328	36	30	26	37	148	138	215	89	100	42	46	79
ENSG00000178281	464	324	342	251	221	301	533	406	214	294	312	348
ENSG00000170692	793	369	1036	1220	1414	1788	1217	1141	586	938	961	734
ENSG00000123814	5	24	16	26	12	26	16	19	11	21	11	7
ENSG00000160727	84	73	45	66	126	81	57	74	87	92	45	40
ENSG00000196331	58	78	60	34	63	62	51	56	63	101	82	69
ENSG00000156885	1948	1754	3072	2020	10461	12894	10026	9098	4750	6769	5111	3105
ENSG00000192885	68	49	78	73	99	125	35	78	102	42	93	99
ENSG00000114349	9	3	4	8	8	5	7	4	4	12	5	4
ENSG00000122646	141	147	254	214	1092	1048	845	485	460	494	358	399
ENSG00000140895	2386	5529	3183	3548	1810	2334	2803	1434	2984	3742	2858	2806
ENSG00000216245	77	113	175	85	153	153	88	123	163	184	162	153
ENSG00000217862	66	93	98	101	49	54	97	63	68	52	88	122
ENSG00000140618	357	175	316	382	329	347	238	158	258	284	480	319
ENSG00000151948	6212	4165	5850	5227	7134	5132	3342	5802	4798	4781	7098	4688
ENSG00000143356	119	86	117	172	172	114	110	82	110	82	164	69
ENSG00000168344	104	89	122	66	51	103	79	112	100	106	156	73
ENSG00000113448	314	469	536	310	257	369	450	531	458	263	182	507
ENSG00000193843	37	25	25	28	51	38	41	49	7	48	29	20
ENSG00000195815	7	3	7	5	10	3	2	4	7	4	5	8
ENSG00000179693	356	262	378	287	281	246	208	327	171	112	272	261
ENSG00000134440	126	44	87	85	63	71	66	49	105	75	76	64
ENSG00000113472	342	360	251	431	519	273	357	353	152	356	602	355
ENSG00000130095	153	295	184	185	353	427	124	66	204	131	150	230
ENSG00000199711	708	583	244	493	788	354	930	503	603	459	593	511
ENSG00000204856	19	32	31	17	23	22	22	38	16	20	21	16
ENSG00000240637	255	303	333	307	369	264	621	297	275	493	321	420
ENSG00000247003	37	32	37	22	43	32	26	32	37	20	19	30
ENSG00000180111	438	532	237	437	434	361	361	303	274	330	491	405
ENSG00000128426	62	98	51	95	94	101	95	97	60	79	66	75
ENSG00000196753	3514	8377	3366	3902	5269	4380	2961	7896	4903	4600	5492	4661
ENSG00000140698	23	46	34	30	20	28	19	36	27	22	39	52
ENSG00000194948	0	1	1	0	5	1	0	4	1	1	5	1
ENSG00000131360	218	226	133	205	175	137	214	260	144	159	208	199
ENSG00000241258	86	72	68	64	296	195	212	407	155	108	146	163
ENSG00000105717	19	29	31	20	35	44	38	14	14	7	20	18
ENSG00000244972	358	340	256	207	315	229	166	235	317	436	344	392
ENSG00000187674	5557	5133	8214	2085	4550	3769	4440	4165	5289	5493	6092	3158
ENSG00000107282	68	95	74	120	149	193	128	177	157	97	194	98
ENSG00000106005	71	51	39	50	39	41	17	59	56	45	36	48
ENSG00000246405	3287	2997	1879	2538	2804	2388	3022	1490	1903	2744	1467	2964
ENSG00000137494	1287	1254	1437	1382	1385	1186	879	1299	1398	1595	2061	1041
ENSG00000100063	172	175	236	163	182	179	118	102	84	270	142	123
ENSG00000138634	51	83	60	61	64	34	61	26	61	52	38	58
ENSG00000156789	619	859	497	809	823	647	1034	904	481	883	358	526
ENSG00000142425	35	50	41	90	16	41	31	30	39	76	39	27
ENSG00000182299	46	56	70	29	51	37	57	47	58	44	50	66
ENSG00000121993	30	57	33	49	20	41	16	56	37	23	34	39
ENSG00000184758	495	549	697	485	491	440	332	481	467	609	438	316
ENSG00000179908	3879	2542	3581	2069	2778	3949	2312	2742	1774	4325	1889	3470
ENSG00000242608	181	164	88	148	355	160	98	156	183	131	136	189
ENSG00000183561	7619	4887	7341	5618	5574	4703	3608	6121	3122	6215	5631	4032
ENSG00000220038	1	6	0	6	3	1	5	5	2	1	7	1
ENSG00000214768	172	120	187	141	123	130	176	165	172	191	107	221
ENSG00000205561	5	2	6	4	5	4	6	4	5	8	10	2
ENSG00000190003	851	958	495	599	739	1340	843	960	1141	770	1100	1217
ENSG00000167923	1717	2696	1613	3013	3444	1088	1776	1509	1336	1551	3281	2357
ENSG00000121042	3	2	5	5	5	2	3	5	4	8	5	4
ENSG00000140523	26	21	26	39	80	124	145	176	48	66	86	84
ENSG00000102818	246	101	119	448	115	271	156	70	146	289	186	159
ENSG00000227301	7	3	8	4	38	35	38	20	23	7	11	16
ENSG00000102799	50	22	45	22	18	38	33	24	39	24	35	41
ENSG00000143539	28	22	23	23	21	16	20	10	11	29	39	17
ENSG00000224693	94	201	90	138	178	181	169	101	154	119	124	93
ENSG00000114399	52	23	41	50	28	46	16	28	32	50	25	33
ENSG00000194003	20	21	18	14	10	13	15	25	15	12	15	13
ENSG00000117474	50	23	59	18	19	23	15	29	31	33	11	40
ENSG00000100578	84	126	92	110	108	145	107	133	224	97	142	33
ENSG00000197561	165	93	168	197	168	81	129	253	159	87	134	192
ENSG00000104612	113	65	96	81	298	369	434	315	153	275	175	164
ENSG00000126667	1091	1426	1752	1641	1435	1188	1672	807	1724	1992	1574	1731
ENSG00000234365	52	46	50	40	56	59	62	38	23	90	31	50
ENSG00000203935	132	150	104	255	221	226	103	175	172	158	167	84
ENSG00000203360	352	550	357	375	305	401	306	469	309	566	453	584
ENSG00000169514	65	62	33	60	81	44	96	68	65	52	77	22
ENSG00000142544	2398	2864	1379	1629	2556	828	2328	2063	1018	2436	1271	2506
ENSG00000147907	644	658	701	437	946	860	599	481	439	586	603	704
ENSG00000202546	615	423	281	559	483	453	760	498	545	826	621	742
ENSG00000145050	24	33	16	18	23	24	33	19	38	36	9	27
ENSG00000170821	54	85	177	88	95	135	96	98	63	70	66	61
ENSG00000165604	244	477	473	528	237	407	341	392	314	525	275	320
ENSG00000200763	911	1020	1392	1126	587	1271	922	702	993	1077	1331	893
ENSG00000146882	49	40	64	20	17	42	39	38	84	33	43	43
ENSG00000205883	36	24	28	67	44	17	42	21	33	57	65	32
ENSG00000220615	12	20	14	11	4	10	8	16	8	10	12	10
ENSG00000155173	5	7	5	18	7	10	10	6	5	10	10	3
ENSG00000176084	1387	1411	1363	772	1211	1472	924	642	1436	1189	932	743
ENSG00000167554	132	230	216	68	128	229	116	157	118	118	170	181
ENSG00000236153	288	416	321	423	400	187	440	460	110	605	333	328
ENSG00000237855	1226	1233	522	1124	709	1250	1256	1053	1249	1137	1439	559
ENSG00000166510	189	173	85	90	154	178	109	133	226	166	187	247
ENSG00000161389	202	75	207	195	198	184	142	181	212	78	236	200
ENSG00000190113	26	17	16	9	22	22	26	20	21	14	12	17
ENSG00000125118	60	40	33	49	67	50	39	33	35	73	37	45
ENSG00000106050	277	299	277	201	217	366	347	118	422	328	548	232
ENSG00000231296	1513	2591	2786	2721	2075	2483	1890	1407	2342	2342	2805	2088
ENSG00000215273	1559	530	828	1577	1000	860	1179	738	665	1544	1190	1361
ENSG00000112343	75	28	46	32	35	55	42	47	33	44	20	35
ENSG00000177713	28	27	41	32	39	29	27	25	27	36	34	35
ENSG00000149746	669	858	427	507	673	587	1081	553	700	458	397	565
ENSG00000140534	417	414	569	436	2485	2382	2141	883	847	914	947	885
ENSG00000142563	502	391	531	453	2968	1547	2051	1956	1210	1559	1047	1066
ENSG00000213243	405	244	336	180	228	383	225	187	243	255	235	327
ENSG00000104584	1719	963	1349	2152	912	1049	1591	1774	1390	1861	1547	2708
ENSG00000208689	265	383	264	215	1045	813	982	630	460	706	578	464
ENSG00000148983	3909	2989	2563	1505	2391	1874	1704	4186	2426	1735	2660	2494
ENSG00000147647	592	523	329	488	721	558	520	251	703	590	427	592
ENSG00000117388	231	198	167	219	190	112	185	165	187	104	194	57
ENSG00000135988	17	11	13	24	31	18	23	7	14	8	20	18
ENSG00000143923	328	392	357	270	366	281	498	243	225	312	206	365
ENSG00000242314	1594	1084	934	885	719	952	1768	963	838	891	899	1148
ENSG00000100646	182	166	246	268	312	201	182	297	249	196	181	147
ENSG00000210686	23	28	38	19	17	20	25	24	20	28	18	33
ENSG00000111338	2	2	9	3	0	4	4	2	6	0	8	7
ENSG00000183295	80	93	94	78	122	107	87	93	53	126	100	92
ENSG00000109147	4298	3772	3978	6396	27847	24600	23730	15999	15603	7171	14059	12159
ENSG00000152783	20	17	20	17	57	54	98	91	35	41	40	37
ENSG00000136538	84	54	66	70	65	77	53	70	38	68	64	76
ENSG00000107516	121	345	201	272	230	250	177	269	175	278	311	78
ENSG00000161483	698	750	1089	1094	891	768	1119	820	744	1086	1408	1247
ENSG00000178719	37	25	23	13	27	23	21	47	23	28	11	14
ENSG00000213775	93	204	143	122	143	286	237	174	104	242	255	205
ENSG00000220707	391	311	136	358	307	164	231	328	256	279	164	188
ENSG00000239235	17	7	6	17	19	19	14	26	7	20	18	10
ENSG00000134494	245	649	407	355	263	269	389	374	207	266	333	329
ENSG00000147172	40	17	18	24	16	19	26	16	38	24	9	50
ENSG00000183119	206	221	204	193	273	241	124	399	315	92	206	146
ENSG00000123805	378	915	491	638	3005	1741	1230	1447	815	1644	492	938
ENSG00000138614	99	237	225	229	326	230	242	260	270	241	215	244
ENSG00000205716	19	19	21	24	26	14	14	11	10	21	11	25
ENSG00000141244	534	478	595	260	2301	2498	2657	2870	1050	1192	1375	1100
ENSG00000224110	794	425	477	361	2204	2563	1345	2859	810	1274	1595	1522
ENSG00000135250	155	195	134	199	161	196	191	156	254	155	211	228
ENSG00000129383	663	775	663	1364	3225	3492	3613	4887	2036	1768	1141	1415
ENSG00000104252	56	103	48	63	67	91	54	43	91	71	68	37
ENSG00000130655	36	55	37	40	135	94	121	182	77	86	106	42
ENSG00000228347	172	86	144	88	94	147	127	90	92	86	141	131
ENSG00000170756	398	432	230	487	418	593	506	417	217	298	421	350
ENSG00000171866	893	709	1619	595	770	552	785	1321	609	1225	303	472
ENSG00000183369	15	40	38	52	172	272	129	213	49	63	86	83
ENSG00000113669	246	229	200	246	246	147	310	201	184	103	174	108
ENSG00000126089	161	223	342	421	621	1036	935	1305	593	399	368	465
ENSG00000109627	49	37	70	57	104	234	280	325	108	82	84	103
ENSG00000159496	3	3	2	2	2	3	1	4	6	1	7	2
ENSG00000106829	2	6	9	7	5	14	5	9	11	3	2	7
ENSG00000197438	968	1270	1217	639	613	1142	1064	1123	1017	381	1036	1167
ENSG00000134346	14	4	6	10	15	14	5	7	6	10	6	11
ENSG00000115757	3	5	2	2	2	2	12	6	7	2	8	1
ENSG00000101371	15	7	12	11	10	18	9	10	5	6	4	5
ENSG00000122318	81	96	81	68	38	67	102	155	87	155	82	69
ENSG00000192379	1578	2628	1402	1882	1223	2271	1860	943	2698	2712	2275	2592
ENSG00000115059	311	466	221	253	601	1083	1025	913	694	374	539	693
ENSG00000191445	107	63	53	42	35	43	34	120	35	45	54	41
ENSG00000131679	55	105	98	73	77	50	68	90	93	58	62	71
ENSG00000212262	304	260	519	472	333	406	292	345	288	473	470	410
ENSG00000166647	227	202	146	131	181	205	109	142	176	178	290	180
ENSG00000222192	6	7	5	2	4	6	7	7	2	5	10	10
ENSG00000120968	1704	2421	932	1566	5294	6960	4727	4971	3664	3130	4300	2745
ENSG00000190605	1397	1187	962	1304	887	901	955	1095	1271	1345	1171	339
ENSG00000239960	13	20	25	17	12	25	17	13	23	43	20	24
ENSG00000190501	114	142	95	127	68	101	111	116	103	88	116	141
ENSG00000158280	454	558	298	504	663	256	391	485	403	313	279	655
ENSG00000180031	450	280	202	349	309	285	334	445	337	245	131	283
ENSG00000110071	80	115	87	64	38	70	84	72	79	208	90	59
ENSG00000121065	169	150	189	228	227	235	300	188	251	156	206	192
ENSG00000215924	7197	2224	7939	6771	5348	5036	5969	8736	5476	9806	4614	3924
ENSG00000171974	121	66	99	88	41	56	64	82	72	126	68	76
ENSG00000229221	1322	1366	1727	832	1122	1252	646	1148	792	749	1170	441
ENSG00000216495	348	289	268	359	169	350	229	236	557	324	264	195
ENSG00000120542	7	23	25	17	10	16	19	11	26	22	22	21
ENSG00000187858	229	425	808	634	678	517	590	642	800	604	480	780
ENSG00000145216	485	314	295	491	301	283	229	168	307	351	241	403
ENSG00000150564	2061	2106	2281	1547	1852	1278	960	1676	2172	1971	1029	2952
ENSG00000233161	4981	3363	6131	4916	4732	3298	2269	3601	3257	2331	3160	3080
ENSG00000160918	1407	1238	1447	1139	1373	1707	1044	1168	797	1552	990	1056
ENSG00000234695	247	235	355	282	205	286	219	287	401	310	525	266
ENSG00000152037	354	352	499	374	443	854	657	394	465	581	188	466
ENSG00000173830	1288	987	1118	965	666	1680	1245	906	1512	845	1445	1193
ENSG00000123288	44	38	54	20	42	28	51	41	31	18	56	30
ENSG00000193693	27	27	26	27	98	144	139	136	44	58	67	52
ENSG00000132351	584	713	1216	521	570	1295	1258	592	1037	849	718	587
ENSG00000131823	31	27	20	16	18	13	17	10	26	26	23	30
ENSG00000224777	126	116	82	88	89	73	121	118	88	78	164	59
ENSG00000236285	6125	7827	7530	8533	7538	4226	6456	4616	6945	5379	6074	10036
ENSG00000158069	894	431	841	1433	794	635	1196	1276	1346	911	1795	1543
ENSG00000237322	1609	1775	1420	2255	2250	2621	1255	2697	1585	2114	2724	1209
ENSG00000187061	104	183	189	189	98	139	174	329	110	152	256	161
ENSG00000187636	695	1948	2221	1569	582	2273	1473	1527	1290	2024	1554	1382
ENSG00000126597	38	30	30	38	47	36	28	18	16	32	20	23
ENSG00000122773	20	26	35	25	41	56	70	27	49	40	21	36
ENSG00000154260	173	98	108	138	105	87	96	97	97	148	65	87
ENSG00000104892	26	48	53	33	46	49	28	38	49	61	31	22
ENSG00000122581	2426	1442	1639	2367	1827	1343	3364	1949	886	1789	2070	1666
ENSG00000119173	213	109	110	115	126	148	86	92	95	128	70	134
ENSG00000170914	10	15	11	11	50	106	18	58	28	15	39	35
ENSG00000105106	889	802	868	1337	3451	3749	4773	2619	1738	1384	2329	1124
ENSG00000134467	910	518	478	659	561	446	499	817	500	947	596	516
ENSG00000152475	1218	2118	2073	1763	942	1784	1740	1978	1281	986	1746	864
ENSG00000100050	20	19	5	25	73	54	147	52	29	36	28	30
ENSG00000176617	31	35	22	28	62	20	18	26	28	47	35	35
ENSG00000211126	2	2	1	0	3	2	2	3	0	4	3	2
ENSG00000123737	323	492	352	414	1442	711	959	1027	554	604	701	624
ENSG00000155158	124	248	47	152	274	79	151	102	150	194	146	118
ENSG00000106206	58	32	60	54	43	36	53	49	46	60	41	54
ENSG00000169633	2297	3387	2805	1468	2463	2600	2516	1868	2811	2093	1690	2146
ENSG00000117817	52	34	24	28	47	22	37	57	58	43	44	35
ENSG00000161148	45	71	35	68	41	74	59	55	92	60	38	74
ENSG00000185713	27	23	25	28	20	66	26	8	23	27	14	18
ENSG00000121013	21	27	12	31	25	34	12	28	19	42	28	17
ENSG00000128761	88	183	173	160	101	87	147	156	131	180	85	108
ENSG00000110452	124	112	84	163	137	102	73	140	177	105	100	178
ENSG00000113446	58	103	61	47	87	124	71	106	70	81	97	58
ENSG00000188142	27	24	15	5	16	16	21	22	32	15	22	20
ENSG00000178986	15	23	4	6	18	19	17	3	8	16	9	16
ENSG00000193929	69	35	26	32	53	51	51	22	31	45	44	38
ENSG00000179547	156	87	58	175	138	103	197	128	171	75	103	153
ENSG00000186626	37	16	13	48	14	26	27	26	33	25	23	22
ENSG00000233407	99	73	48	40	32	58	69	66	39	100	58	61
ENSG00000128917	71	51	59	87	51	109	38	65	86	53	44	68
ENSG00000178547	9	13	29	27	31	14	36	18	32	23	35	22
ENSG00000158816	7	7	13	8	8	26	9	6	6	7	15	9
ENSG00000161735	64	61	53	56	69	67	91	149	92	105	82	55
ENSG00000183716	3153	2190	3062	4833	3538	1710	4105	3141	2873	4066	3531	3121
ENSG00000223430	328	240	353	562	253	345	167	352	361	120	236	308
ENSG00000115408	183	148	124	195	210	358	592	529	270	156	407	284
ENSG00000180043	19	28	35	51	27	11	27	30	49	28	31	32
ENSG00000201813	39	43	34	37	41	59	34	50	44	49	18	28
ENSG00000134757	992	872	835	1246	1186	1569	743	1673	1259	953	721	756
ENSG00000249169	18	25	10	16	64	54	94	48	39	32	33	35
ENSG00000116406	5655	5909	1724	4704	4303	6190	3735	3588	5949	2966	6518	5014
ENSG00000180606	185	250	233	143	141	154	180	246	163	250	165	111
ENSG00000189361	244	367	235	223	195	544	363	231	104	180	511	429
ENSG00000214010	80	34	49	86	77	78	79	37	89	117	115	106
ENSG00000150387	1060	1325	902	798	3094	2426	4279	2332	1691	1600	1990	2533
ENSG00000114861	1434	906	781	751	1410	723	898	2006	1214	920	775	714
ENSG00000128639	25	25	50	22	35	23	43	58	36	46	55	66
ENSG00000234304	4369	9007	2629	10536	5340	4267	4774	4744	5294	7300	2412	4302
ENSG00000157354	439	240	245	247	669	745	561	1241	446	290	450	491
ENSG00000226279	4	7	4	8	9	8	5	3	14	9	5	12
ENSG00000213294	316	392	462	348	524	445	251	314	454	424	226	337
ENSG00000212158	454	401	286	169	271	138	535	540	543	261	211	264
ENSG00000118644	210	227	114	298	175	314	225	223	275	513	224	307
ENSG00000189728	1075	1662	698	1083	1666	1330	902	1173	854	1068	795	999
ENSG00000247852	1538	1663	538	1820	1853	974	897	1620	1224	1448	1287	1563
ENSG00000117335	19	11	7	26	29	7	41	24	22	16	15	16
ENSG00000172225	217	92	114	146	400	517	562	399	144	302	219	342
ENSG00000127335	147	111	130	222	127	125	147	164	197	121	133	166
ENSG00000143531	164	260	127	189	90	163	206	198	225	97	229	130
ENSG00000158006	7	3	4	7	3	5	2	3	2	9	6	10
ENSG00000136349	272	405	228	224	288	618	229	162	327	336	224	288
ENSG00000167936	227	202	164	156	233	203	187	224	100	176	153	316
ENSG00000162393	7920	8038	9073	10458	5997	4111	11708	7597	6741	5126	8404	7050
ENSG00000219778	16	31	16	21	28	53	50	23	31	10	33	23
ENSG00000245507	73	69	79	30	94	52	104	60	71	59	76	35
ENSG00000141519	389	250	382	368	400	486	397	303	227	391	379	340
ENSG00000126492	162	134	315	147	187	91	196	235	161	170	226	91
ENSG00000236433	1087	628	710	941	706	1234	1037	1273	1280	1247	1062	716
ENSG00000104254	2318	3076	1696	1738	1690	2206	2533	1489	1007	1855	1606	1756
ENSG00000249293	25	22	34	36	27	28	25	28	35	26	26	26
ENSG00000104928	279	196	182	182	255	203	94	124	241	237	288	210
ENSG00000105318	415	834	384	825	400	425	787	335	924	891	534	395
ENSG00000220693	47	27	50	45	42	45	15	55	41	36	28	21
ENSG00000224527	12633	10644	16036	14446	17323	18416	17927	8167	19277	13569	14715	21778
ENSG00000195231	245	649	348	278	199	369	424	389	300	323	288	420
ENSG00000170566	196	187	158	301	303	299	151	354	296	293	197	228
ENSG00000142177	4	14	8	3	11	6	8	15	16	21	7	5
ENSG00000149157	26	39	39	29	29	41	54	74	62	41	27	100
